name,season,team_abbr,gs,ip,era,whip,k_per_9,k_per_9,bb_per_9,hr_per_9,fip_proxy
Tyler Anderson,2024,LAD,31,179.1,3.81,1.288,7.1,7.1356783919598,3.6683417085427137,1.206030150753769,4.579117811278616
Nestor Cortes,2024,NYY,30,176.1,3.83,1.151,8.3,8.330494037478706,2.044293015332198,1.2776831345826234,3.8757524134014765
Kevin Gausman,2024,TOR,31,181.0,3.83,1.221,8.1,8.05524861878453,2.7845303867403315,0.9944751381215469,3.774585635359116
Joe Musgrove,2024,SDP,20,103.1,3.83,1.142,9.1,9.165858389912707,2.0077594568380213,1.2221144519883609,3.597672162948594
Sonny Gray,2024,STL,28,166.1,3.84,1.088,11.0,10.999397953040337,2.1131848284166166,1.1378687537627934,3.103672486453944
Lance Lynn,2024,STL,23,117.1,3.84,1.338,8.4,8.377455166524339,3.3817250213492747,1.229718189581554,4.241844577284373
Luis Severino,2024,NYY,34,198.2,3.85,1.253,7.9,7.901109989909183,2.9969727547931386,1.1352169525731584,4.082946518668012
Grayson Rodriguez,2024,BAL,20,116.2,3.86,1.243,10.0,10.068846815834767,2.7882960413080897,1.161790017211704,3.5700516351118763
Hayden Wesneski,2024,CHC,7,67.2,3.86,1.138,8.9,8.973214285714286,2.8125,1.6071428571428572,4.464880952380953
Erik Miller,2024,SFG,10,67.1,3.88,1.307,11.6,11.66915052160954,5.096870342771982,0.9388971684053652,3.661997019374069
Ryan Brasier,2024,LAD,6,37.0,3.89,1.027,7.8,7.783783783783784,1.945945945945946,1.7027027027027029,4.578378378378378
Cristian Javier,2024,HOU,7,34.2,3.89,1.413,7.0,7.105263157894736,4.999999999999999,1.0526315789473684,4.808187134502925
MacKenzie Gore,2024,WSN,32,166.1,3.9,1.419,9.8,9.807344972907886,3.5219747140276945,0.8127633955448524,3.3685731487055994
Max Scherzer,2024,TEX,9,43.1,3.95,1.154,8.3,8.352668213457076,2.088167053364269,1.4617169373549883,4.151276102088167
Bailey Ober,2024,MIN,31,178.2,3.98,1.002,9.6,9.646464646464647,2.1717171717171717,1.3636363636363638,3.7499438832772167
Jack Kochanowicz,2024,LAD,11,65.1,3.99,1.194,3.4,3.4562211981566824,1.3824884792626728,0.9677419354838711,4.29062980030722
Merrill Kelly,2024,ARI,13,73.2,4.03,1.167,7.7,7.745901639344262,2.336065573770492,1.3524590163934427,4.210928961748634
Landon Knack,2024,LAD,12,76.0,4.03,1.158,8.8,8.763157894736842,2.605263157894737,1.894736842105263,4.8578947368421055
Bryse Wilson,2024,MIL,9,104.2,4.04,1.271,7.1,7.082533589251439,2.677543186180422,1.727447216890595,5.013819577735125
Yusei Kikuchi,2024,TOR,32,175.2,4.05,1.201,10.6,10.582191780821919,2.2602739726027403,1.284246575342466,3.456849315068493
Cooper Criswell,2024,BOS,18,99.1,4.08,1.349,6.6,6.6296670030272455,2.8153380423814327,0.9081735620585267,3.976992936427851
Pablo L\xc3\xb3pez,2024,MIN,32,185.1,4.08,1.192,9.6,9.627228525121557,1.9935170178282011,1.2641815235008105,3.551161534305781
Alex Cobb,2024,CLE,5,22.0,4.09,1.318,6.1,6.136363636363636,2.8636363636363638,0.8181818181818182,3.9727272727272727
Jordan Hicks,2024,SFG,20,109.2,4.1,1.45,7.9,7.912087912087912,3.873626373626373,0.989010989010989,4.161538461538462
Dean Kremer,2024,BAL,24,129.2,4.1,1.242,8.5,8.56811145510836,3.552631578947369,1.2538699690402477,4.291331269349845
Taj Bradley,2024,TBR,25,138.0,4.11,1.225,10.0,10.043478260869566,3.065217391304348,1.434782608695652,4.06231884057971
Carlos Rod\xc3\xb3n,2024,NYY,36,192.2,4.11,1.225,10.3,10.301768990634756,2.7159209157127995,1.6857440166493236,4.250988553590011
Jared Jones,2024,PIT,22,121.2,4.14,1.192,9.8,9.801980198019802,2.896039603960396,1.3366336633663365,3.917821782178218
Carson Fulmer,2024,LAD,8,86.2,4.15,1.396,8.4,8.45707656612529,4.176334106728538,1.148491879350348,4.37169373549884
Chris Bassitt,2024,TOR,31,171.0,4.16,1.462,8.8,8.842105263157894,3.6842105263157894,0.9473684210526315,3.8315789473684214
DJ Herz,2024,WSN,19,88.2,4.16,1.263,10.8,10.816326530612244,3.673469387755102,1.1224489795918366,3.6421768707482993
Simeon Woods Richardson,2024,MIN,28,133.2,4.17,1.294,7.9,7.905405405405405,3.2432432432432434,1.0810810810810811,4.085885885885887
Charlie Morton,2024,ATL,30,165.1,4.19,1.325,9.1,9.103573591762569,3.5433070866141736,1.2537855844942458,4.169109630526954
Nick Pivetta,2024,BOS,26,139.2,4.19,1.146,10.4,10.474137931034484,2.327586206896552,1.7456896551724141,4.169827586206897
Josh Winckowski,2024,BOS,6,75.0,4.2,1.427,7.2,7.2,3.12,1.2,4.373333333333333
Kyle Gibson,2024,STL,30,169.2,4.24,1.35,8.0,8.03191489361702,3.617021276595745,1.2234042553191489,4.387943262411348
J.T. Ginn,2024,OAK,6,34.0,4.24,1.324,7.7,7.6764705882352935,2.3823529411764706,1.0588235294117647,3.8176470588235296
Ryne Nelson,2024,ARI,25,150.2,4.24,1.254,7.5,7.549933422103862,2.0372836218375503,1.0186418109187751,3.6727030625832224
Mitch Keller,2024,PIT,31,178.0,4.25,1.303,8.4,8.393258426966291,2.5280898876404496,1.1629213483146068,3.857303370786517
Aaron Civale,2024,TBR,31,164.0,4.28,1.287,8.3,8.286585365853659,2.908536585365854,1.5914634146341462,4.626829268292683
Andrew Heaney,2024,TEX,31,160.0,4.28,1.25,8.9,8.94375,2.30625,1.29375,3.85
Mitchell Parker,2024,WSN,29,151.0,4.29,1.305,7.9,7.927152317880794,2.562913907284768,1.0728476821192052,3.842384105960265
Colin Rea,2024,MIL,27,167.2,4.29,1.264,7.2,7.266746411483254,2.314593301435407,1.5610047846889954,4.611483253588517
Marcus Stroman,2024,NYY,29,154.2,4.31,1.468,6.6,6.5953307392996114,3.501945525291829,1.1089494163424125,4.503501945525292
Davis Martin,2024,CHC,10,50.0,4.32,1.46,8.5,8.459999999999999,4.140000000000001,0.9,4.0
Kutter Crawford,2024,BOS,33,183.2,4.36,1.122,8.6,8.597161572052402,2.505458515283843,1.6703056768558953,4.537336244541485
Tylor Megill,2024,NYY,15,82.1,4.37,1.372,10.5,10.523751522533496,4.056029232643119,1.0962241169305724,3.7968331303288676
JP Sears,2024,OAK,32,181.0,4.38,1.221,6.8,6.8121546961325965,2.43646408839779,1.3922651933701657,4.50939226519337
Matthew Liberatore,2024,STL,6,86.0,4.4,1.267,8.0,7.953488372093023,2.930232558139535,1.1511627906976745,4.072093023255814
James Paxton,2024,LAD,21,100.1,4.4,1.445,6.5,6.563436563436564,4.495504495504496,1.078921078921079,4.798401598401599
Jake Irvin,2024,WSN,33,187.2,4.41,1.199,7.5,7.5,2.5,1.3942307692307692,4.3805555555555555
Bailey Falter,2024,PIT,28,142.1,4.43,1.286,6.1,6.143560872624912,2.8501055594651654,1.0767065446868402,4.3400422237860665
Jon Gray,2024,TEX,19,102.2,4.47,1.315,7.5,7.573385518590998,2.4657534246575343,0.9686888454011742,3.738160469667319
Yariel Rodr\xc3\xadguez,2024,TOR,21,86.2,4.47,1.315,8.8,8.874709976798144,4.176334106728538,1.148491879350348,4.2788863109048725
Brayan Bello,2024,BOS,30,162.1,4.49,1.361,8.5,8.49475632325725,3.5533621221468232,1.054904380012338,4.020481184454041
Jonathan Cannon,2024,CHC,21,124.1,4.49,1.327,6.6,6.599516518936342,2.9008863819500403,1.305398871877518,4.5859790491539085
Ryan Feltner,2024,COL,30,162.1,4.49,1.337,7.7,7.661937075879088,2.887106724244294,1.1104256631708822,4.063664404688464
Casey Mize,2024,DET,20,102.1,4.49,1.466,6.9,6.875612144955927,2.556317335945152,0.9696376101860922,3.924779627815867
Clayton Kershaw,2024,LAD,7,30.0,4.5,1.5,7.2,7.2,2.6999999999999997,0.6,3.3666666666666667
Spencer Arrighetti,2024,HOU,28,145.0,4.53,1.407,10.6,10.613793103448275,4.0344827586206895,1.3034482758620691,4.068965517241379
Alec Marsh,2024,KCR,25,129.0,4.53,1.256,8.6,8.58139534883721,2.7209302325581395,1.3255813953488373,4.114728682170543
Mart\xc3\xadn P\xc3\xa9rez,2024,SDP,26,135.0,4.53,1.481,7.1,7.133333333333334,3.266666666666667,1.4666666666666668,4.822222222222223
Marco Gonzales,2024,PIT,7,33.2,4.54,1.604,6.1,6.234939759036144,2.9819277108433733,1.355421686746988,4.766265060240964
Kyle Harrison,2024,SFG,24,124.1,4.56,1.343,8.5,8.55761482675262,3.0459307010475425,1.305398871877518,4.199194198227236
Christian Scott,2024,NYY,9,47.1,4.56,1.204,7.4,7.452229299363057,2.2929936305732483,1.5286624203821655,4.516348195329087
Mitch Spence,2024,OAK,24,151.1,4.58,1.381,7.5,7.504963600264725,2.6207809397749835,1.1912640635340834,4.126538716082065
Keider Montero,2024,DET,17,101.1,4.62,1.303,7.1,7.12166172106825,2.7596439169139466,1.6913946587537092,4.980415430267063
Xzavion Curry,2024,MIA,5,42.2,4.64,1.055,5.9,5.971563981042654,1.4928909952606635,1.7061611374407581,4.835071090047394
Paul Blackburn,2024,OAK,14,75.1,4.66,1.288,7.0,7.070572569906791,2.5166444740346203,1.4380825565912119,4.544873501997337
Robbie Ray,2024,SFG,7,30.2,4.7,1.141,12.6,12.814569536423841,4.470198675496689,1.7880794701986757,4.425165562913907
Brandon Pfaadt,2024,ARI,32,181.2,4.71,1.239,9.2,9.188741721854305,2.0860927152317883,1.1920529801324504,3.575275938189846
Quinn Priester,2024,PIT,7,49.2,4.71,1.409,6.0,6.036585365853658,2.5609756097560976,1.2804878048780488,4.5617886178861795
Michael Soroka,2024,CHC,9,79.2,4.74,1.381,9.5,9.545454545454545,5.0,1.4772727272727273,4.879292929292929
Hayden Birdsong,2024,SFG,16,72.0,4.75,1.389,11.0,11.0,5.375,1.375,4.533333333333333
Austin Gomber,2024,COL,30,165.0,4.75,1.309,6.3,6.327272727272727,2.0727272727272728,1.6363636363636365,4.848484848484849
Emerson Hancock,2024,SEA,12,60.2,4.75,1.335,5.8,5.8305647840531565,2.840531561461794,1.7940199335548173,5.442524916943522
Nick Lodolo,2024,CIN,21,115.1,4.76,1.197,9.5,9.539530842745439,2.8931364031277154,1.0165073848827106,3.512771503040834
Frankie Montas,2024,MIL,31,154.1,4.78,1.38,8.8,8.81894873458793,3.91304347826087,1.4016872160934457,4.56924075275795
Joey Cantillo,2024,CLE,8,41.0,4.83,1.317,10.3,10.317073170731707,4.170731707317073,1.3170731707317072,4.2
Shawn Armstrong,2024,TBR,7,66.2,4.86,1.53,8.9,8.972809667673715,3.3987915407854983,0.8157099697885196,3.517220543806647
Randy V\xc3\xa1squez,2024,SDP,20,98.0,4.87,1.51,5.7,5.6938775510204085,2.663265306122449,1.1938775510204083,4.546938775510204
Matt Manning,2024,DET,5,27.2,4.88,1.554,7.5,7.610294117647059,3.9705882352941178,0.9926470588235294,4.266176470588236
David Festa,2024,MIN,13,64.1,4.9,1.321,10.8,10.811232449297973,3.229329173166927,1.263650546021841,3.699219968798752
Matt Waldron,2024,SDP,26,146.2,4.91,1.261,8.2,8.187414500683994,2.462380300957592,1.292749658002736,4.068673050615596
Trevor Rogers,2024,MIA,25,124.1,4.92,1.576,7.0,7.034649476228848,4.061240934730057,1.0153102336825142,4.457050765511685
Edward Cabrera,2024,MIA,20,96.1,4.95,1.37,10.0,10.020811654526534,4.682622268470344,1.4047866805411031,4.5631633714880335
Chris Flexen,2024,CHC,31,160.0,4.95,1.519,6.9,6.91875,3.5437499999999997,1.3499999999999999,4.79375
Cal Quantrill,2024,COL,29,148.1,4.98,1.517,6.7,6.684672518568536,4.193112761647535,1.397704253882512,5.1311276164753545
Chris Paddack,2024,MIN,17,88.1,4.99,1.392,8.0,8.070374574347333,2.145289443813848,1.4301929625425656,4.187514188422248
Jes\xc3\xbas Luzardo,2024,MIA,12,66.2,5.0,1.245,7.8,7.885196374622356,2.990936555891239,1.2235649546827796,4.212084592145015
Joey Estes,2024,OAK,24,127.2,5.01,1.23,6.5,6.509433962264151,1.9103773584905661,1.6273584905660377,4.740880503144654
DL Hall,2024,MIL,7,43.0,5.02,1.605,9.2,9.209302325581396,4.395348837209302,1.255813953488372,4.432558139534883
Eduardo Rodr\xc3\xadguez,2024,ARI,10,50.0,5.04,1.5,8.5,8.459999999999999,3.42,1.44,4.54
Gavin Williams,2024,CLE,17,78.1,5.06,1.366,9.5,9.564660691421256,3.687580025608195,1.0371318822023048,3.8017925736235596
Walker Buehler,2024,LAD,19,90.1,5.08,1.483,7.7,7.6914539400665936,3.2963374028856824,1.6981132075471699,5.042397336293008
Steven Matz,2024,STL,7,44.1,5.08,1.444,6.7,6.73469387755102,3.061224489795918,1.4285714285714284,4.787301587301587
Patrick Sandoval,2024,LAD,16,79.2,5.08,1.506,9.2,9.204545454545455,3.977272727272727,0.9090909090909091,3.7934343434343436
Tyler Alexander,2024,TBR,9,107.2,5.1,1.245,7.5,7.555970149253731,2.0149253731343286,1.9309701492537312,4.981716417910448
Cole Irvin,2024,MIN,16,111.0,5.11,1.45,6.3,6.324324324324325,2.3513513513513513,1.4594594594594597,4.686486486486487
Triston McKenzie,2024,CLE,16,75.2,5.11,1.559,8.8,8.856382978723405,5.864361702127659,2.273936170212766,6.471276595744681
Luis Medina,2024,OAK,8,40.0,5.18,1.575,7.2,7.2,4.5,0.9,4.4
Griffin Canning,2024,LAD,31,171.2,5.19,1.398,6.8,6.83411214953271,3.4696261682242993,1.6296728971962617,5.1918224299065425
Cade Povich,2024,BAL,16,79.2,5.2,1.431,7.8,7.840909090909091,3.8636363636363633,1.3636363636363638,4.715151515151515
Graham Ashcraft,2024,CIN,15,77.1,5.24,1.5,6.6,6.653696498054475,3.1517509727626463,1.284046692607004,4.626718547341116
Kyle Freeland,2024,COL,21,113.1,5.24,1.412,6.8,6.763925729442971,2.0689655172413794,1.750663129973475,4.915296198054819
Alex Wood,2024,OAK,9,39.1,5.26,1.78,7.6,7.595907928388747,4.373401534526854,1.381074168797954,4.964705882352941
Dane Dunning,2024,TEX,15,95.0,5.31,1.442,8.6,8.621052631578948,3.789473684210526,1.7052631578947368,5.010526315789474
Adam Oller,2024,MIA,8,42.1,5.31,1.535,7.7,7.695961995249406,4.703087885985748,1.496437054631829,5.219002375296912
Braxton Garrett,2024,MIA,7,37.0,5.35,1.189,8.3,8.27027027027027,0.972972972972973,1.2162162162162162,3.4432432432432436
Miles Mikolas,2024,STL,32,171.2,5.35,1.276,6.4,6.413551401869158,1.314252336448598,1.3668224299065421,4.187149532710281
Kyle Tyler,2024,MIA,7,31.2,5.4,1.737,7.1,7.211538461538462,5.1923076923076925,1.153846153846154,4.994871794871795
Carson Spiers,2024,CIN,10,90.2,5.46,1.533,7.9,7.982261640798225,2.694013303769401,1.9955654101995564,5.2066518847006655
Drew Thorpe,2024,CHC,9,44.1,5.48,1.263,5.1,5.1020408163265305,4.285714285714286,1.6326530612244898,5.853061224489796
Justin Verlander,2024,HOU,17,90.1,5.48,1.384,7.4,7.391786903440622,2.6970033296337403,1.4983351831298557,4.62064372918979
Jordan Wicks,2024,CHC,10,46.0,5.48,1.63,8.2,8.217391304347826,3.9130434782608696,1.7608695652173914,5.221739130434782
Patrick Corbin,2024,WSN,32,174.2,5.62,1.5,7.2,7.181400688863376,2.7898966704936856,1.2916188289322619,4.399770378874857
Logan Allen,2024,CLE,20,97.1,5.64,1.582,7.3,7.322348094747683,3.800205973223481,2.03913491246138,5.784963954685891
Carlos Carrasco,2024,CLE,21,103.2,5.64,1.399,7.7,7.761627906976744,2.8779069767441863,1.6569767441860463,4.8279069767441865
Max Meyer,2024,MIA,11,57.0,5.68,1.421,7.3,7.263157894736842,3.0,2.2105263157894735,5.778947368421052
Justin Wrobleski,2024,LAD,6,36.1,5.7,1.376,6.4,6.481994459833795,3.988919667590028,2.2437673130193905,6.330193905817175
Adrian Houser,2024,NYY,7,69.1,5.84,1.529,5.8,5.861070911722143,4.167872648335746,1.0419681620839365,4.791895803183792
Bradley Blalock,2024,MIL,6,30.2,5.87,1.793,5.9,5.960264900662252,5.960264900662252,1.1920529801324504,5.5841059602649015
Kyle Hendricks,2024,CHC,24,130.2,5.92,1.454,6.0,6.013824884792628,2.972350230414747,1.4516129032258067,4.951152073732719
Ross Stripling,2024,OAK,14,85.1,6.01,1.535,5.2,5.18213866039953,2.3266745005875444,0.7403055229142186,3.893301997649824
Sixto S\xc3\xa1nchez,2024,MIA,7,35.2,6.06,1.598,4.3,4.346590909090908,3.579545454545454,0.7670454545454545,4.535227272727273
Kenta Maeda,2024,DET,16,112.1,6.09,1.38,7.7,7.707404103479036,2.488849241748439,1.7662801070472793,4.868153434433542
Dakota Hudson,2024,COL,18,89.0,6.17,1.674,5.0,4.955056179775281,5.056179775280899,1.1123595505617978,5.391011235955056
Darren McCaughan,2024,MIA,5,42.0,6.21,1.619,6.0,6.0,3.2142857142857144,1.9285714285714284,5.723809523809524
Jordan Montgomery,2024,ARI,21,117.0,6.23,1.65,6.4,6.384615384615385,3.3846153846153846,1.0769230769230769,4.464957264957265
Julian Aguiar,2024,CIN,7,31.2,6.25,1.326,5.4,5.480769230769232,3.4615384615384617,2.307692307692308,6.469230769230769
Yonny Chirinos,2024,MIA,6,30.0,6.3,1.867,7.5,7.5,3.9000000000000004,2.1,5.866666666666667
Davis Daniel,2024,LAD,6,30.0,6.3,1.5,8.4,8.4,1.8,1.5,4.1000000000000005
Joe Boyle,2024,OAK,10,47.2,6.42,1.72,10.6,10.677966101694915,7.627118644067796,0.7627118644067796,4.4711864406779664
Mason Black,2024,SFG,8,36.1,6.44,1.679,7.7,7.728531855955679,3.739612188365651,1.7451523545706369,5.2498614958448755
Bryce Elder,2024,ATL,10,49.2,6.52,1.631,8.3,8.414634146341463,3.1097560975609757,1.4634146341463414,4.480487804878049
Roddery Mu\xc3\xb1oz,2024,MIA,17,82.2,6.53,1.585,7.6,7.664233576642335,4.5985401459854005,2.846715328467153,7.141605839416059
Slade Cecconi,2024,ARI,13,77.0,6.66,1.416,7.5,7.480519480519481,1.987012987012987,1.8701298701298703,4.9012987012987015
Zebby Matthews,2024,MIN,9,37.2,6.69,1.646,10.3,10.403225806451612,2.661290322580645,2.661290322580645,5.619354838709677
Reid Detmers,2024,LAD,17,87.1,6.7,1.557,11.2,11.262916188289324,3.926521239954076,1.859931113662457,4.692537313432836
Tyler Phillips,2024,PHI,7,36.2,6.87,1.418,6.9,6.961325966850828,1.740331491712707,2.2375690607734806,5.465193370165746
Ty Blach,2024,COL,12,71.1,6.94,1.696,4.5,4.556962025316456,2.278481012658228,2.1518987341772156,6.055133614627286
Tommy Henry,2024,ARI,7,38.1,7.04,1.748,7.0,7.086614173228346,4.251968503937007,2.1259842519685037,6.113385826771653
Nick Nastrini,2024,CHC,8,35.2,7.07,1.907,6.6,6.647727272727272,9.204545454545455,1.789772727272727,7.3761363636363635
Taijuan Walker,2024,PHI,15,83.2,7.1,1.721,6.2,6.274038461538462,4.002403846153846,2.596153846153846,6.889903846153846
Keaton Winn,2024,SFG,12,55.1,7.16,1.373,7.8,7.840290381125227,3.266787658802178,1.47005444646098,4.670054446460981
J.P. France,2024,HOU,5,25.1,7.46,1.697,7.8,7.888446215139442,4.302788844621514,1.792828685258964,5.4709163346613545
Adam Mazur,2024,SDP,8,33.2,7.49,1.812,5.9,5.9638554216867465,5.692771084337349,1.6265060240963853,6.121686746987952
Louis Varland,2024,MIN,7,49.2,7.61,1.691,8.9,8.963414634146341,2.926829268292683,2.1951219512195124,5.354471544715447
Jake Woodford,2024,PIT,7,35.0,7.97,1.629,6.7,6.685714285714286,2.314285714285714,1.542857142857143,4.714285714285714
Bobby Miller,2024,LAD,13,56.0,8.52,1.768,8.4,8.357142857142858,4.821428571428571,2.7321428571428568,6.896428571428572
Tanner Gordon,2024,COL,8,34.1,8.65,1.718,6.8,6.86217008797654,1.5835777126099706,2.639296187683284,6.01524926686217
Jack Leiter,2024,TEX,6,35.2,8.83,1.71,7.8,7.926136363636363,4.346590909090908,1.789772727272727,5.472727272727273
Will Warren,2024,NYY,5,22.2,10.32,1.897,11.5,11.756756756756756,4.054054054054054,2.027027027027027,4.866666666666667
Nathan Eovaldi,2025,TEX,22,130.0,1.73,0.854,8.9,8.930769230769231,1.453846153846154,0.6923076923076923,2.7
Logan Henderson,2025,MIL,5,25.1,1.78,0.987,11.7,11.832669322709163,2.8685258964143427,1.0756972111553784,3.0804780876494027
Trevor Rogers,2025,BAL,18,109.2,1.81,0.903,8.5,8.489010989010989,2.39010989010989,0.4945054945054945,2.8245421245421247
Paul Skenes,2025,PIT,32,187.2,1.97,0.948,10.4,10.384615384615385,2.019230769230769,0.5288461538461539,2.3292735042735044
Nolan McLean,2025,NYY,8,48.0,2.06,1.042,10.7,10.6875,3.0,0.75,2.9083333333333337
Drew Pomeranz,2025,CHC,5,55.2,2.1,0.97,10.2,10.271739130434781,2.4456521739130435,0.9782608695652174,3.1456521739130436
Tarik Skubal,2025,DET,34,216.0,2.17,0.87,11.5,11.541666666666668,1.5416666666666667,0.8333333333333333,2.352777777777778
Tyler Mahle,2025,TEX,16,86.2,2.18,1.131,6.9,6.890951276102088,3.02784222737819,0.5220417633410672,3.432018561484919
Yoshinobu Yamamoto,2025,LAD,35,211.0,2.3,0.953,10.0,9.981042654028435,2.7725118483412325,0.6824644549763034,2.8919431279620853
Andrew Alvarez,2025,WSN,5,23.1,2.31,1.114,7.7,7.792207792207792,3.896103896103896,0.3896103896103896,3.32987012987013
Hunter Brown,2025,HOU,31,185.1,2.43,1.025,10.0,10.016207455429498,2.771474878444084,0.826580226904376,3.091950297136683
Cristopher S\xc3\xa1nchez,2025,PHI,34,214.0,2.48,1.061,9.5,9.462616822429906,1.9766355140186915,0.5046728971962616,2.485046728971963
Kyle Bradish,2025,BAL,6,32.0,2.53,1.031,13.2,13.21875,2.8125,0.84375,2.41875
Garrett Crochet,2025,BOS,33,213.0,2.54,1.009,11.2,11.23943661971831,1.943661971830986,1.056338028169014,2.876056338028169
Kris Bubic,2025,KCR,20,116.1,2.55,1.178,9.0,8.992248062015504,3.0232558139534884,0.4651162790697675,2.8813092161929372
Chris Sale,2025,ATL,20,125.2,2.58,1.066,11.8,11.861022364217252,2.300319488817891,0.7907348242811502,2.473162939297125
Blake Snell,2025,LAD,16,95.1,2.64,1.164,10.7,10.694006309148266,3.690851735015773,0.5678233438485806,2.8740273396424816
Corbin Burnes,2025,ARI,11,64.1,2.66,1.166,8.8,8.845553822152887,3.650546021840874,0.982839313572543,3.8708268330733233
Cade Horton,2025,CHC,22,118.0,2.67,1.085,7.4,7.398305084745763,2.516949152542373,0.7627118644067796,3.4966101694915257
Cam Schlittler,2025,NYY,16,87.1,2.68,1.168,10.1,10.126291618828933,3.2032146957520093,0.8266360505166476,3.211481056257176
Braxton Ashcraft,2025,PIT,8,69.2,2.71,1.249,9.2,9.234104046242773,3.121387283236994,0.3901734104046243,2.7520231213872837
Zack Wheeler,2025,PHI,24,149.2,2.71,0.935,11.7,11.762734584450403,1.9906166219839143,1.146112600536193,2.905093833780161
Parker Messick,2025,CLE,7,39.2,2.72,1.311,8.6,8.724489795918368,1.3775510204081631,0.9183673469387754,3.0469387755102044
Sean Newcomb,2025,BOS,5,92.1,2.73,1.354,8.9,8.892508143322477,3.0293159609120526,0.488599348534202,2.939413680781759
Pablo L\xc3\xb3pez,2025,MIN,14,75.2,2.74,1.11,8.7,8.736702127659575,2.3936170212765955,0.7180851063829786,3.093617021276596
Drew Rasmussen,2025,TBR,31,150.0,2.76,1.02,7.6,7.62,2.22,1.08,3.8066666666666666
Jack Dreyer,2025,LAD,5,80.1,2.8,1.071,8.7,8.764044943820226,3.0337078651685396,0.44943820224719105,2.9128589263420723
Jacob Latz,2025,TEX,8,85.2,2.84,1.237,8.0,8.028169014084508,3.908450704225352,0.7394366197183098,3.786854460093897
Freddy Peralta,2025,MIL,36,192.0,2.86,1.083,10.5,10.453125,3.375,1.21875,3.7625
Andrew Abbott,2025,CIN,29,166.1,2.87,1.148,8.1,8.073449729078868,2.329921733895244,1.0295003010234798,3.6695966285370263
Hurston Waldrep,2025,ATL,9,56.1,2.88,1.189,8.8,8.823529411764705,3.5294117647058822,0.48128342245989303,3.110873440285205
Nick Pivetta,2025,SDP,32,186.2,2.89,0.975,9.6,9.618689581095598,2.4167561761546725,1.160042964554243,3.543716433941998
Tyler Glasnow,2025,LAD,21,111.2,2.9,1.119,10.6,10.602517985611511,4.370503597122302,0.8902877697841727,3.5866906474820146
Gavin Williams,2025,CLE,32,173.2,2.95,1.261,9.4,9.405311778290994,4.364896073903003,1.1951501154734412,4.29122401847575
Jacob deGrom,2025,TEX,30,172.2,2.97,0.921,9.6,9.668989547038327,1.9337979094076656,1.358885017421603,3.65876887340302
Noah Cameron,2025,KCR,24,138.1,2.99,1.099,7.4,7.429398986241854,2.8023171614771902,1.1730629978276612,4.177552498189717
Kodai Senga,2025,NYY,22,113.1,3.02,1.315,8.7,8.673740053050398,4.376657824933687,0.9549071618037136,4.1106984969053935
Bryan Woo,2025,SEA,30,191.0,3.02,0.942,9.4,9.424083769633508,1.837696335078534,1.225130890052356,3.4879581151832464
Max Fried,2025,NYY,34,204.2,3.03,1.134,8.6,8.638589618021548,2.468168462291871,0.6611165523996083,3.0579823702252695
Hunter Greene,2025,CIN,20,110.2,3.09,0.985,11.1,11.107078039927405,2.2867513611615244,1.47005444646098,3.617422867513612
Spencer Schwellenbach,2025,ATL,17,110.2,3.09,0.967,8.8,8.82032667876588,1.47005444646098,1.0617059891107077,3.263520871143376
Connelly Early,2025,BOS,5,23.0,3.13,1.217,13.7,13.695652173913045,1.9565217391304348,0.0,0.8086956521739133
Luis Morales,2025,ATH,9,48.2,3.14,1.151,8.0,8.029045643153527,3.3609958506224067,1.4937759336099585,4.693775933609959
Reese Olson,2025,DET,13,68.2,3.15,1.209,8.5,8.577712609970673,3.2991202346041058,0.659824046920821,3.3466275659824047
Ranger Suarez,2025,PHI,26,162.1,3.16,1.22,8.6,8.605798889574338,2.1653300431832205,0.8328192473781616,3.212338062924121
Troy Melton,2025,DET,5,54.0,3.17,1.074,7.3,7.333333333333333,3.166666666666667,1.5,4.792592592592593
Matthew Boyd,2025,CHC,34,189.1,3.18,1.114,7.7,7.757800105764146,2.2369116869381283,0.9042834479111582,3.5278688524590165
Eric Lauer,2025,TOR,15,113.1,3.18,1.129,8.7,8.753315649867375,2.546419098143236,1.193633952254642,3.827763041556145
Brandon Woodruff,2025,MIL,12,64.2,3.2,0.912,11.6,11.63551401869159,1.9626168224299065,1.261682242990654,3.0909657320872275
Joey Cantillo,2025,CLE,13,98.0,3.21,1.265,10.2,10.193877551020408,4.040816326530612,1.010204081632653,3.7408163265306125
Ben Lively,2025,CLE,9,44.2,3.22,1.187,5.8,5.904977375565611,3.0542986425339365,1.2217194570135745,4.670588235294118
Logan Webb,2025,SFG,34,207.0,3.22,1.237,9.7,9.739130434782608,2.0,0.608695652173913,2.581642512077295
Nick Lodolo,2025,CIN,28,158.1,3.3,1.074,8.9,8.88045540796964,1.7647058823529411,1.252371916508539,3.6237824161922836
Adrian Houser,2025,TBR,21,125.0,3.31,1.28,6.6,6.624,2.7359999999999998,0.72,3.68
Clarke Schmidt,2025,NYY,14,78.2,3.32,1.093,8.4,8.40153452685422,3.452685421994885,1.0358056265984654,3.980051150895141
Shohei Ohtani,2025,LAD,18,67.1,3.34,1.069,12.0,12.071535022354697,2.1460506706408347,0.6706408345752609,2.201490312965723
Emmet Sheehan,2025,LAD,12,80.2,3.35,1.103,10.6,10.660847880299253,3.0299251870324193,0.7855361596009974,2.975561097256858
