date,team_abbr,game_pk,relief_appearances,relief_ip
2021-04-01,ARI,634618,4,4.0
2021-04-01,ATH,634640,5,3.6667
2021-04-01,ATL,634622,5,4.6667
2021-04-01,CHC,634634,7,6.0001
2021-04-01,CHW,634655,3,2.6667
2021-04-01,CIN,634636,4,5.6667
2021-04-01,CLE,634645,2,2.0
2021-04-01,COL,634615,4,5.0
2021-04-01,DET,634645,3,3.3333
2021-04-01,HOU,634640,4,3.0
2021-04-01,KCR,634630,6,7.6668
2021-04-01,LAA,634655,3,3.0
2021-04-01,LAD,634615,3,2.3333
2021-04-01,MIA,634652,4,3.0
2021-04-01,MIL,634638,5,6.0
2021-04-01,MIN,634638,5,4.6667
2021-04-01,NYY,634642,4,4.6667
2021-04-01,PHI,634622,4,3.3333
2021-04-01,PIT,634634,6,6.0
2021-04-01,SDP,634618,5,4.3333
2021-04-01,SEA,634625,4,4.0
2021-04-01,SFG,634625,4,2.3333
2021-04-01,STL,634636,5,4.6667
2021-04-01,TBR,634652,3,3.0
2021-04-01,TEX,634630,6,7.6666
2021-04-01,TOR,634642,5,4.6667
2021-04-02,ARI,634576,4,4.0
2021-04-02,ATH,634605,4,4.0
2021-04-02,BAL,634627,2,2.0
2021-04-02,BOS,634627,4,3.6667
2021-04-02,CHW,634631,4,5.0
2021-04-02,COL,634653,5,5.6667
2021-04-02,HOU,634605,5,5.3333
2021-04-02,LAA,634631,6,5.9999
2021-04-02,LAD,634653,2,2.6667
2021-04-02,MIA,634602,4,4.0
2021-04-02,SDP,634576,4,4.3333
2021-04-02,SEA,634578,3,3.0
2021-04-02,SFG,634578,3,3.3333
2021-04-02,TBR,634602,5,3.3333
2021-04-03,ARI,634623,1,5.0
2021-04-03,ATH,634629,3,4.6667
2021-04-03,ATL,634580,4,3.0
2021-04-03,BAL,634577,3,4.3333
2021-04-03,BOS,634577,3,4.0
2021-04-03,CHC,634643,3,3.0
2021-04-03,CHW,634646,2,3.3333
2021-04-03,CIN,634654,4,4.0001
2021-04-03,CLE,634573,3,2.0
2021-04-03,COL,634633,4,4.0
2021-04-03,DET,634573,4,4.0
2021-04-03,HOU,634629,3,4.0
2021-04-03,KCR,634604,4,3.0
2021-04-03,LAA,634646,2,3.0
2021-04-03,LAD,634633,3,3.0
2021-04-03,MIA,634596,6,6.6667
2021-04-03,MIL,634575,2,2.6667
2021-04-03,MIN,634575,3,3.0
2021-04-03,NYY,634644,4,5.0
2021-04-03,PHI,634580,2,2.0
2021-04-03,PIT,634643,4,3.0
2021-04-03,SDP,634623,1,3.0
2021-04-03,SEA,634639,3,4.0
2021-04-03,SFG,634639,3,2.6667
2021-04-03,STL,634654,4,5.3333
2021-04-03,TBR,634596,4,4.0
2021-04-03,TEX,634604,3,3.0
2021-04-03,TOR,634644,5,4.6667
2021-04-04,ARI,634572,5,3.0
2021-04-04,ATH,634651,4,4.3334
2021-04-04,ATL,634617,4,3.0
2021-04-04,BAL,634610,2,3.0
2021-04-04,BOS,634610,5,7.0
2021-04-04,CHC,634613,4,3.3333
2021-04-04,CHW,634637,4,3.6666
2021-04-04,CIN,634560,3,4.0
2021-04-04,CLE,634611,2,2.0
2021-04-04,COL,634557,4,6.0
2021-04-04,DET,634611,3,3.6667
2021-04-04,HOU,634651,1,4.6667
2021-04-04,KCR,634593,4,5.6667
2021-04-04,LAA,634637,3,4.3333
2021-04-04,LAD,634557,2,2.0
2021-04-04,MIL,634597,3,4.0
2021-04-04,MIN,634597,3,4.0
2021-04-04,NYY,634607,1,6.0
2021-04-04,PHI,634617,2,2.0
2021-04-04,PIT,634613,5,5.0
2021-04-04,SDP,634572,4,5.0
2021-04-04,STL,634560,4,3.0
2021-04-04,TEX,634593,2,3.3333
2021-04-04,TOR,634607,5,5.0
2021-04-05,ATH,634600,5,6.3333
2021-04-05,BAL,634587,3,3.3333
2021-04-05,BOS,634601,4,3.9999
2021-04-05,CHC,634566,3,3.0
2021-04-05,CHW,634551,2,4.0
2021-04-05,CIN,634558,4,4.0
2021-04-05,CLE,634616,2,4.0
2021-04-05,DET,634588,5,6.0
2021-04-05,HOU,634552,4,4.6667
2021-04-05,KCR,634616,2,3.0
2021-04-05,LAA,634552,5,5.6667
2021-04-05,LAD,634600,2,3.0
2021-04-05,MIA,634562,4,5.0
2021-04-05,MIL,634566,3,3.0
2021-04-05,MIN,634588,1,3.0
2021-04-05,NYM,634606,3,2.0
2021-04-05,NYY,634587,2,3.0
2021-04-05,PHI,634606,4,5.6667
2021-04-05,PIT,634558,3,4.0
2021-04-05,SDP,634591,5,5.0
2021-04-05,SEA,634551,2,4.0
2021-04-05,SFG,634591,5,4.0
2021-04-05,STL,634562,3,4.0
2021-04-05,TBR,634601,2,3.0
2021-04-05,TEX,634612,2,5.0
2021-04-05,TOR,634612,3,2.6666
2021-04-06,ARI,634619,6,7.3334
2021-04-06,ATH,634628,3,3.0
2021-04-06,ATL,634624,3,2.0
2021-04-06,BAL,634599,3,5.0
2021-04-06,BOS,634590,6,7.0
2021-04-06,CHC,634559,3,4.0
2021-04-06,CHW,634609,3,3.6667
2021-04-06,CIN,634530,2,3.0
2021-04-06,COL,634619,7,7.0
2021-04-06,DET,634603,4,6.0
2021-04-06,HOU,634586,1,2.0
2021-04-06,LAA,634586,3,3.0
2021-04-06,LAD,634628,2,2.0
2021-04-06,MIA,634594,3,3.0
2021-04-06,MIL,634559,2,4.0
2021-04-06,MIN,634603,5,5.6667
2021-04-06,NYM,634608,3,3.0
2021-04-06,NYY,634599,2,2.0
2021-04-06,PHI,634608,3,4.0
2021-04-06,PIT,634530,4,3.9999
2021-04-06,SDP,634529,3,3.0
2021-04-06,SEA,634609,4,7.6667
2021-04-06,SFG,634529,4,3.0
2021-04-06,STL,634594,5,5.0
2021-04-06,TBR,634590,6,5.6667
2021-04-06,TEX,634635,3,4.0
2021-04-06,TOR,634635,3,5.0
2021-04-06,WSN,634624,4,3.0
2021-04-07,ARI,634542,2,3.0
2021-04-07,ATH,634567,5,4.6667
2021-04-07,ATL,634595,2,2.0
2021-04-07,BAL,634539,5,6.3333
2021-04-07,BOS,634641,1,2.0
2021-04-07,CHC,634549,4,4.0
2021-04-07,CHW,634592,4,3.0
2021-04-07,CIN,634570,2,2.0
2021-04-07,CLE,634589,3,2.6667
2021-04-07,COL,634542,1,1.0
2021-04-07,DET,634598,1,2.0
2021-04-07,KCR,634589,4,3.0
2021-04-07,LAD,634567,4,2.6666
2021-04-07,MIA,634585,4,2.3333
2021-04-07,MIL,634549,4,3.0
2021-04-07,MIN,634598,2,3.0
2021-04-07,NYM,634626,3,4.0
2021-04-07,NYY,634539,6,6.3333
2021-04-07,PHI,634626,4,5.0
2021-04-07,PIT,634570,3,4.0
2021-04-07,SDP,634563,5,5.0
2021-04-07,SEA,634592,4,4.3333
2021-04-07,SFG,634563,3,3.0
2021-04-07,STL,634585,2,3.0
2021-04-07,TBR,634641,1,3.0
2021-04-07,TEX,634583,3,3.0
2021-04-07,TOR,634583,2,1.0
2021-04-07,WSN,634595,1,1.0
2021-04-08,ARI,634564,2,2.0
2021-04-08,ATH,634546,2,2.6667
2021-04-08,BAL,634544,5,3.9999
2021-04-08,BOS,634544,3,4.0
2021-04-08,CHC,634555,2,3.0
2021-04-08,CHW,634565,0,0.0
2021-04-08,COL,634564,3,2.3333
2021-04-08,HOU,634546,4,4.0
2021-04-08,KCR,634565,4,4.6667
2021-04-08,LAA,634545,6,5.6667
2021-04-08,MIA,634584,4,4.0
2021-04-08,MIL,634568,2,2.0
2021-04-08,MIN,634550,3,3.3333
2021-04-08,NYM,634584,3,3.0
2021-04-08,PIT,634555,5,3.6666
2021-04-08,SEA,634550,2,3.6667
2021-04-08,STL,634568,4,4.0
2021-04-08,TOR,634545,6,6.0
2021-04-09,ARI,634540,4,5.0
2021-04-09,ATH,634537,3,3.0
2021-04-09,ATL,634534,3,3.0
2021-04-09,CIN,634540,6,6.0
2021-04-09,CLE,634505,2,2.0
2021-04-09,COL,634494,4,1.6666
2021-04-09,DET,634505,2,5.3333
2021-04-09,HOU,634537,3,4.0
2021-04-09,LAA,634512,2,3.0
2021-04-09,LAD,634533,3,3.0
2021-04-09,NYY,634499,3,5.6667
2021-04-09,PHI,634534,2,3.3333
2021-04-09,SDP,634478,0,0.0
2021-04-09,SFG,634494,1,0.3333
2021-04-09,TBR,634499,2,3.0
2021-04-09,TEX,634478,4,5.0
2021-04-09,TOR,634512,3,8.0
2021-04-09,WSN,634533,3,3.0
2021-04-10,ARI,634484,2,3.0
2021-04-10,ATH,632202,3,3.0
2021-04-10,ATL,634524,3,3.6667
2021-04-10,BAL,634491,5,4.0
2021-04-10,BOS,634491,5,5.0
2021-04-10,CHC,632195,4,6.3333
2021-04-10,CIN,634484,3,3.6667
2021-04-10,CLE,632218,2,1.3333
2021-04-10,COL,632169,4,3.0
2021-04-10,DET,632218,3,4.0
2021-04-10,HOU,632202,3,3.0
2021-04-10,LAA,632227,3,6.3333
2021-04-10,LAD,632191,3,3.3333
2021-04-10,MIA,632201,3,3.0
2021-04-10,MIL,632222,3,4.0
2021-04-10,MIN,632205,3,4.0
2021-04-10,NYM,632201,2,1.0
2021-04-10,NYY,632217,3,4.0
2021-04-10,PHI,634524,3,2.0
2021-04-10,PIT,632195,3,4.0
2021-04-10,SDP,632193,5,5.0
2021-04-10,SEA,632205,4,4.0
2021-04-10,SFG,632169,4,4.0
2021-04-10,STL,632222,4,4.0001
2021-04-10,TBR,632217,5,6.6667
2021-04-10,TEX,632193,4,4.6667
2021-04-10,TOR,632227,1,3.0
2021-04-10,WSN,632191,4,3.6667
2021-04-11,ARI,632209,1,2.0
2021-04-11,ATL,632207,4,4.0
2021-04-11,BAL,632200,4,5.0
2021-04-11,BOS,632200,3,3.0
2021-04-11,CHC,632225,4,4.6667
2021-04-11,CHW,632170,5,5.3333
2021-04-11,CIN,632209,2,3.6667
2021-04-11,CLE,632228,4,4.0
2021-04-11,COL,632188,3,2.3333
2021-04-11,DET,632228,3,3.3333
2021-04-11,KCR,632170,5,6.0
2021-04-11,LAD,632214,3,3.0
2021-04-11,MIA,632192,5,8.6667
2021-04-11,MIL,632196,4,4.0
2021-04-11,MIN,632215,5,4.0
2021-04-11,NYM,632192,4,8.6667
2021-04-11,NYY,632232,4,5.0
2021-04-11,PHI,632207,4,4.0
2021-04-11,PIT,632225,4,3.6667
2021-04-11,SDP,632233,6,8.3333
2021-04-11,SEA,632215,3,4.0
2021-04-11,SFG,632188,3,3.0
2021-04-11,STL,632196,4,7.6667
2021-04-11,TBR,632232,5,8.0
2021-04-11,TEX,632233,2,2.0
2021-04-11,WSN,632214,2,2.0
2021-04-12,ARI,632231,5,4.3333
2021-04-12,ATH,632231,4,4.0
2021-04-12,ATL,632219,5,4.0
2021-04-12,CHC,632221,3,2.6666
2021-04-12,CHW,632216,3,3.9999
2021-04-12,CIN,634648,2,4.0
2021-04-12,CLE,632216,4,4.3333
2021-04-12,DET,632220,3,2.0
2021-04-12,HOU,632220,1,4.3333
2021-04-12,KCR,632197,4,4.0001
2021-04-12,LAA,632197,4,3.3333
2021-04-12,MIA,632219,4,3.6667
2021-04-12,MIL,632221,4,3.0
2021-04-12,NYY,632203,3,3.0
2021-04-12,PIT,632198,3,4.0
2021-04-12,SDP,632198,2,2.0
2021-04-12,SFG,634648,3,4.0
2021-04-12,STL,632230,3,4.0
2021-04-12,TBR,632204,2,1.3333
2021-04-12,TEX,632204,2,4.0
2021-04-12,TOR,632203,4,4.0
2021-04-12,WSN,632230,4,4.3333
2021-04-13,ARI,632206,4,5.0
2021-04-13,ATH,632206,6,6.3333
2021-04-13,ATL,632211,3,5.0
2021-04-13,BAL,632224,3,4.0
2021-04-13,BOS,632190,4,4.0
2021-04-13,CHC,632194,5,5.0
2021-04-13,CHW,632199,4,3.0
2021-04-13,CIN,634510,5,3.0
2021-04-13,CLE,632199,1,1.0
2021-04-13,COL,632212,3,5.3333
2021-04-13,DET,632229,2,2.3333
2021-04-13,HOU,632229,3,5.6667
2021-04-13,KCR,632210,3,3.0
2021-04-13,LAA,632210,1,1.0
2021-04-13,LAD,632212,2,2.0
2021-04-13,MIA,632211,6,5.0
2021-04-13,MIL,632194,3,3.0
2021-04-13,MIN,632190,3,4.3333
2021-04-13,NYM,632226,1,1.0
2021-04-13,NYY,634569,3,4.3333
2021-04-13,PHI,632226,1,1.0
2021-04-13,PIT,634535,6,5.3333
2021-04-13,SDP,634535,4,7.3333
2021-04-13,SEA,632224,3,3.6667
2021-04-13,SFG,634510,3,3.0
2021-04-13,STL,634502,3,4.0
2021-04-13,TBR,634489,1,3.0
2021-04-13,TEX,634489,2,2.0
2021-04-13,TOR,634569,4,2.3333
2021-04-13,WSN,634502,4,4.0
2021-04-14,ATL,634581,4,4.0
2021-04-14,BOS,632223,2,2.0
2021-04-14,CHC,634553,2,3.0
2021-04-14,CHW,634516,0,0.0
2021-04-14,CIN,634582,2,3.0
2021-04-14,CLE,634516,5,7.3333
2021-04-14,COL,634614,4,4.0
2021-04-14,DET,634521,5,4.0
2021-04-14,HOU,634521,4,5.3333
2021-04-14,KCR,634495,3,3.3333
2021-04-14,LAA,634495,4,3.0
2021-04-14,LAD,634614,5,4.6666
2021-04-14,MIA,634581,5,5.3333
2021-04-14,MIL,634553,2,3.0
2021-04-14,MIN,632223,2,2.6666
2021-04-14,NYM,634528,3,3.0
2021-04-14,NYY,634513,3,4.0
2021-04-14,PHI,634528,3,1.6667
2021-04-14,PIT,634523,3,3.6667
2021-04-14,SDP,634523,5,4.0
2021-04-14,SFG,634582,4,3.3333
2021-04-14,STL,634541,4,4.0
2021-04-14,TBR,634496,2,4.0
2021-04-14,TEX,634496,2,3.3333
2021-04-14,TOR,634513,3,5.0
2021-04-14,WSN,634541,4,3.0
2021-04-15,ARI,634481,4,3.0
2021-04-15,ATH,634632,3,3.0
2021-04-15,ATL,634579,4,4.0
2021-04-15,BAL,634472,2,2.0
2021-04-15,BOS,634554,5,3.3333
2021-04-15,CHW,634501,3,3.0
2021-04-15,CLE,634501,3,3.0
2021-04-15,COL,634547,2,2.0
2021-04-15,DET,634632,3,4.0
2021-04-15,KCR,634475,3,4.0
2021-04-15,LAD,634547,3,3.0
2021-04-15,MIA,634579,4,3.3333
2021-04-15,MIN,634554,3,2.0
2021-04-15,PIT,634621,4,5.6667
2021-04-15,SDP,634621,2,4.0
2021-04-15,SEA,634472,2,2.0
2021-04-15,TBR,634522,5,5.6667
2021-04-15,TEX,634522,5,4.6666
2021-04-15,TOR,634475,2,4.6667
2021-04-15,WSN,634481,5,7.0
2021-04-16,ARI,634469,2,2.3333
2021-04-16,ATH,634525,3,3.0
2021-04-16,ATL,634548,5,4.6667
2021-04-16,BAL,634463,4,4.0
2021-04-16,CHC,634548,5,5.0
2021-04-16,CIN,634482,3,3.0
2021-04-16,CLE,634482,4,6.0
2021-04-16,DET,634525,1,1.0
2021-04-16,HOU,634517,4,2.3334
2021-04-16,LAA,634526,4,3.6667
2021-04-16,LAD,634531,6,6.0
2021-04-16,MIA,634519,4,4.0
2021-04-16,MIL,634483,4,4.6667
2021-04-16,MIN,634526,4,3.9999
2021-04-16,NYY,634464,3,8.0
2021-04-16,PHI,634474,2,2.0
2021-04-16,PIT,634483,4,3.0
2021-04-16,SDP,634531,9,8.3333
2021-04-16,SEA,634517,2,2.0
2021-04-16,SFG,634519,2,2.0
2021-04-16,STL,634474,2,3.0
2021-04-16,TBR,634464,2,3.0
2021-04-16,TEX,634463,2,4.0
2021-04-16,WSN,634469,2,2.0
2021-04-17,ARI,634507,3,4.0
2021-04-17,ATH,634479,3,3.0
2021-04-17,ATL,634462,4,4.0
2021-04-17,BAL,634543,4,4.3333
2021-04-17,BOS,634471,4,5.3333
2021-04-17,CHC,634462,5,4.0
2021-04-17,CHW,634471,3,3.3333
2021-04-17,CIN,634460,5,5.6667
2021-04-17,CLE,634460,5,4.3333
2021-04-17,COL,634561,0,0.0
2021-04-17,DET,634479,3,3.0
2021-04-17,HOU,634447,1,1.0
2021-04-17,KCR,634520,4,4.0
2021-04-17,LAD,634449,3,3.0
2021-04-17,MIA,634450,4,3.6667
2021-04-17,MIL,634473,2,2.0
2021-04-17,NYM,634561,3,3.0
2021-04-17,NYY,634500,2,3.0
2021-04-17,PHI,634470,4,6.3333
2021-04-17,PIT,634473,2,4.0
2021-04-17,SDP,634449,2,2.0
2021-04-17,SEA,634447,3,3.0
2021-04-17,SFG,634450,7,5.0
2021-04-17,STL,634470,5,6.0001
2021-04-17,TBR,634500,4,3.9999
2021-04-17,TEX,634543,3,3.0
2021-04-17,TOR,634520,4,4.3334
2021-04-17,WSN,634507,4,4.0
2021-04-18,ARI,634493,4,4.0
2021-04-18,ATH,634480,3,3.0
2021-04-18,ATL,634506,4,4.0
2021-04-18,BAL,634511,4,2.6667
2021-04-18,BOS,634518,3,3.3333
2021-04-18,CHC,634506,5,5.0
2021-04-18,CHW,634518,4,4.0
2021-04-18,CIN,634487,3,4.0
2021-04-18,CLE,634487,1,1.0
2021-04-18,COL,634468,3,3.0
2021-04-18,DET,634480,2,1.3334
2021-04-18,HOU,634538,4,3.6667
2021-04-18,KCR,634442,3,3.0
2021-04-18,LAD,634488,3,2.0001
2021-04-18,MIA,634425,3,3.0
2021-04-18,MIL,634455,5,5.0
2021-04-18,NYM,634468,1,1.0
2021-04-18,NYY,634458,2,2.6667
2021-04-18,PHI,634498,0,0.0
2021-04-18,PIT,634455,5,5.0
2021-04-18,SDP,634488,4,4.0
2021-04-18,SEA,634538,5,5.0
2021-04-18,SFG,634425,4,4.0
2021-04-18,STL,634498,3,3.0
2021-04-18,TBR,634458,3,7.3333
2021-04-18,TEX,634511,2,2.0
2021-04-18,TOR,634442,3,3.0
2021-04-18,WSN,634493,4,4.6667
2021-04-19,BOS,634445,1,2.6667
2021-04-19,CHW,634445,4,7.0
2021-04-19,KCR,634396,2,3.0
2021-04-19,LAA,634536,4,4.0001
2021-04-19,LAD,634421,3,3.0
2021-04-19,MIL,634399,3,3.0
2021-04-19,PHI,634457,4,5.0
2021-04-19,SDP,634399,2,2.0
2021-04-19,SEA,634421,4,3.3333
2021-04-19,SFG,634457,3,3.0
2021-04-19,STL,634431,2,3.0
2021-04-19,TBR,634396,3,3.6667
2021-04-19,TEX,634536,4,3.3334
2021-04-19,WSN,634431,4,4.6667
2021-04-20,ARI,634408,5,3.3333
2021-04-20,ATH,634466,2,1.6667
2021-04-20,ATL,634422,2,2.0
2021-04-20,BAL,634427,4,4.0
2021-04-20,BOS,634409,3,3.0
2021-04-20,CHC,634411,4,4.0
2021-04-20,CHW,634397,5,3.9999
2021-04-20,CIN,634408,6,5.0
2021-04-20,CLE,634397,4,4.0
2021-04-20,COL,634406,3,2.3333
2021-04-20,HOU,634406,4,2.3334
2021-04-20,KCR,634407,7,7.3333
2021-04-20,LAA,634398,3,5.0
2021-04-20,LAD,634417,2,2.0
2021-04-20,MIA,634427,5,6.0
2021-04-20,MIL,634392,3,3.0
2021-04-20,MIN,634466,1,1.0
2021-04-20,NYM,634411,4,4.3333
2021-04-20,NYY,634422,5,4.0
2021-04-20,PHI,634439,3,3.3333
2021-04-20,SDP,634392,3,4.0
2021-04-20,SEA,634417,2,2.0
2021-04-20,SFG,634439,4,5.0
2021-04-20,STL,634509,2,1.0
2021-04-20,TBR,634407,4,7.0
2021-04-20,TEX,634398,2,2.0
2021-04-20,TOR,634409,2,3.0
2021-04-20,WSN,634509,3,3.0
2021-04-21,ARI,634444,3,5.0
2021-04-21,ATH,634440,6,6.0
2021-04-21,ATL,634504,2,2.3333
2021-04-21,BAL,634497,3,3.3333
2021-04-21,BOS,634459,4,4.3333
2021-04-21,CHC,634453,4,5.0
2021-04-21,CIN,634444,5,3.3333
2021-04-21,COL,634424,3,3.0
2021-04-21,DET,634423,2,2.0
2021-04-21,HOU,634424,2,3.0
2021-04-21,KCR,634446,3,4.0
2021-04-21,LAA,634430,3,4.0
2021-04-21,MIA,634497,2,2.0
2021-04-21,MIL,634476,5,4.3333
2021-04-21,MIN,634440,5,6.6667
2021-04-21,NYM,634453,5,4.6666
2021-04-21,NYY,634504,3,4.3333
2021-04-21,PHI,634428,4,2.9999
2021-04-21,PIT,634423,2,1.6667
2021-04-21,SDP,634476,7,7.0
2021-04-21,SFG,634428,5,4.3333
2021-04-21,STL,634405,2,2.0
2021-04-21,TBR,634446,3,3.0001
2021-04-21,TEX,634430,3,3.0
2021-04-21,TOR,634459,6,7.0
2021-04-21,WSN,634405,3,3.0
2021-04-22,ARI,634514,7,4.6667
2021-04-22,BOS,634508,4,4.0
2021-04-22,CHC,634419,5,5.0
2021-04-22,CIN,634514,5,5.0
2021-04-22,CLE,634436,5,3.6667
2021-04-22,DET,634492,4,2.0
2021-04-22,HOU,634438,4,4.0
2021-04-22,LAA,634438,3,5.3333
2021-04-22,LAD,634420,2,2.0
2021-04-22,MIA,634432,2,3.0
2021-04-22,NYM,634419,5,6.3333
2021-04-22,NYY,634436,3,3.0
2021-04-22,PIT,634492,4,4.0
2021-04-22,SDP,634420,5,3.3333
2021-04-22,SEA,634508,5,5.0
2021-04-22,SFG,634432,4,4.0
2021-04-23,ARI,634415,3,3.0
2021-04-23,ATH,634389,3,3.6667
2021-04-23,ATL,634415,3,3.0
2021-04-23,BAL,634389,4,5.0
2021-04-23,BOS,634386,4,5.3333
2021-04-23,CHC,634426,2,3.0
2021-04-23,CHW,634435,5,5.6667
2021-04-23,CIN,634378,4,4.3333
2021-04-23,CLE,634437,4,6.6667
2021-04-23,COL,634401,4,3.0
2021-04-23,DET,634412,3,4.3333
2021-04-23,HOU,634383,2,3.0
2021-04-23,KCR,634412,4,3.3333
2021-04-23,LAA,634383,4,3.3333
2021-04-23,LAD,634370,2,2.0
2021-04-23,MIA,634369,4,3.0001
2021-04-23,MIL,634426,5,7.6667
2021-04-23,MIN,634434,2,1.6667
2021-04-23,NYM,634429,0,0.0
2021-04-23,NYY,634437,4,4.3333
2021-04-23,PHI,634401,4,4.3333
2021-04-23,PIT,634434,1,1.0
2021-04-23,SDP,634370,2,2.0
2021-04-23,SEA,634386,2,3.3333
2021-04-23,SFG,634369,2,2.0
2021-04-23,STL,634378,5,3.3334
2021-04-23,TBR,634413,1,3.0
2021-04-23,TEX,634435,2,5.3333
2021-04-23,TOR,634413,4,4.0
2021-04-23,WSN,634429,3,3.0
2021-04-24,ATH,634367,3,3.0
2021-04-24,BAL,634367,5,7.3333
2021-04-24,BOS,634373,3,4.0
2021-04-24,CHC,634416,5,4.3333
2021-04-24,CHW,634384,3,3.0
2021-04-24,CIN,634395,2,2.0
2021-04-24,CLE,634486,2,2.0
2021-04-24,COL,634418,4,4.0
2021-04-24,DET,634375,1,1.0
2021-04-24,HOU,634366,1,8.6667
2021-04-24,KCR,634375,2,2.0
2021-04-24,LAA,634366,4,5.6666
2021-04-24,LAD,634361,4,2.9999
2021-04-24,MIA,634503,3,3.0
2021-04-24,MIL,634416,4,5.0
2021-04-24,MIN,634467,1,4.6667
2021-04-24,NYM,634443,3,5.0
2021-04-24,NYY,634486,2,2.0
2021-04-24,PHI,634418,2,2.0
2021-04-24,PIT,634467,3,3.0
2021-04-24,SDP,634361,2,2.6667
2021-04-24,SEA,634373,2,2.0
2021-04-24,SFG,634503,1,1.0
2021-04-24,STL,634395,2,3.0
2021-04-24,TBR,634358,3,8.0
2021-04-24,TEX,634384,1,2.6667
2021-04-24,TOR,634358,3,2.0
2021-04-24,WSN,634443,3,3.0
2021-04-25,ARI,634380,0,0.0
2021-04-25,ATH,634454,3,1.3333
2021-04-25,ATL,634380,3,3.0
2021-04-25,BAL,634454,3,2.6667
2021-04-25,BOS,634355,2,2.0
2021-04-25,CHC,634400,2,3.0
2021-04-25,CHW,634393,2,4.0
2021-04-25,CIN,634456,2,3.0
2021-04-25,CLE,634372,4,5.0
2021-04-25,COL,634388,3,3.0
2021-04-25,DET,634448,5,6.0
2021-04-25,HOU,634403,2,3.0
2021-04-25,KCR,634448,3,4.0
2021-04-25,LAA,634403,3,3.0
2021-04-25,LAD,634356,5,5.0
2021-04-25,MIA,634342,5,7.0
2021-04-25,MIL,634400,3,3.0
2021-04-25,MIN,634349,3,3.6667
2021-04-25,NYM,634344,2,2.0
2021-04-25,NYY,634372,2,4.0
2021-04-25,PHI,634388,3,4.3333
2021-04-25,PIT,634349,4,5.0
2021-04-25,SDP,634356,7,8.0
2021-04-25,SEA,634355,3,7.6667
2021-04-25,SFG,634342,2,2.0
2021-04-25,STL,634456,2,2.0
2021-04-25,TBR,634376,3,6.3333
2021-04-25,TEX,634393,4,6.0
2021-04-25,TOR,634376,5,5.3333
2021-04-25,WSN,634344,2,4.0
2021-04-26,ATH,634343,3,4.0
2021-04-26,ATL,634402,4,3.6667
2021-04-26,BAL,634433,3,3.0
2021-04-26,CHC,634402,5,4.3333
2021-04-26,CIN,634363,3,5.0
2021-04-26,CLE,634394,2,2.3333
2021-04-26,COL,634374,3,6.3333
2021-04-26,DET,634451,3,3.0
2021-04-26,HOU,634382,3,3.0
2021-04-26,KCR,634451,3,3.0
2021-04-26,LAA,634377,3,4.0
2021-04-26,LAD,634363,5,5.0
2021-04-26,MIA,634461,2,3.0
2021-04-26,MIL,634461,3,4.0
2021-04-26,MIN,634394,3,3.3333
2021-04-26,NYY,634433,4,4.0
2021-04-26,PHI,634345,1,1.0
2021-04-26,SEA,634382,2,2.6667
2021-04-26,SFG,634374,0,0.0
2021-04-26,STL,634345,0,0.0
2021-04-26,TBR,634343,2,3.0
2021-04-26,TEX,634377,3,6.3333
2021-04-27,ARI,634364,3,3.0
2021-04-27,ATH,634368,2,2.0
2021-04-27,ATL,634351,2,2.0
2021-04-27,BAL,634387,3,5.3333
2021-04-27,BOS,634410,2,2.0
2021-04-27,CHC,634351,4,3.0
2021-04-27,CHW,634332,3,2.3333
2021-04-27,CIN,634379,5,5.0
2021-04-27,CLE,634339,1,1.3333
2021-04-27,COL,634354,5,5.0
2021-04-27,DET,634332,2,2.0
2021-04-27,HOU,634333,2,2.0
2021-04-27,KCR,634331,2,1.6667
2021-04-27,LAA,634359,3,4.6667
2021-04-27,LAD,634379,3,2.6667
2021-04-27,MIA,634320,4,4.6667
2021-04-27,MIL,634320,4,3.3333
2021-04-27,MIN,634339,4,2.3333
2021-04-27,NYM,634410,3,3.0
2021-04-27,NYY,634387,2,2.3333
2021-04-27,PHI,634318,2,1.3333
2021-04-27,PIT,634331,3,3.0
2021-04-27,SDP,634364,3,2.6667
2021-04-27,SEA,634333,2,2.0
2021-04-27,SFG,634354,5,5.3333
2021-04-27,STL,634318,2,1.6667
2021-04-27,TBR,634368,4,4.0
2021-04-27,TEX,634359,3,3.6667
2021-04-27,TOR,634335,6,6.6666
2021-04-27,WSN,634335,3,3.0
2021-04-28,ARI,634322,5,5.0
2021-04-28,ATH,634308,2,2.0
2021-04-28,ATL,634414,3,3.6667
2021-04-28,BAL,634362,3,4.6667
2021-04-28,BOS,634310,3,4.0
2021-04-28,CHC,634414,4,4.3333
2021-04-28,CIN,634365,4,2.3333
2021-04-28,CLE,634371,5,7.6667
2021-04-28,COL,634309,4,4.0
2021-04-28,HOU,634360,3,5.0
2021-04-28,KCR,634315,4,4.6667
2021-04-28,LAA,634350,4,7.0
2021-04-28,LAD,634365,3,2.0
2021-04-28,MIA,634317,2,2.0
2021-04-28,MIL,634317,4,6.0
2021-04-28,MIN,634371,1,2.0
2021-04-28,NYM,634310,3,3.0
2021-04-28,NYY,634362,1,2.0
2021-04-28,PHI,634314,5,4.6667
2021-04-28,PIT,634315,4,6.6667
2021-04-28,SDP,634322,7,8.0
2021-04-28,SEA,634360,4,2.3334
2021-04-28,SFG,634309,3,3.0
