date,team_abbr,game_pk,relief_appearances,relief_ip
2021-08-22,LAD,632796,5,5.0
2021-08-22,MIA,632801,1,1.0
2021-08-22,MIL,632786,5,5.6667
2021-08-22,NYM,632796,3,3.0
2021-08-22,PHI,632830,2,1.0
2021-08-22,PIT,632794,3,4.0
2021-08-22,SDP,632830,3,7.0
2021-08-22,SEA,632793,6,5.6667
2021-08-22,SFG,632791,3,3.0
2021-08-22,STL,632794,1,1.0
2021-08-22,TBR,632785,4,7.0
2021-08-22,TOR,632784,7,5.0
2021-08-22,WSN,632786,4,4.0
2021-08-23,ARI,632798,5,3.0
2021-08-23,ATH,632758,4,3.3333
2021-08-23,ATL,632805,3,3.0
2021-08-23,BOS,632773,3,4.0
2021-08-23,CHC,632792,2,2.0
2021-08-23,CHW,632787,1,1.0
2021-08-23,COL,632792,3,2.3333
2021-08-23,HOU,632770,4,3.0001
2021-08-23,KCR,632770,4,4.0
2021-08-23,NYY,632805,3,4.0
2021-08-23,PIT,632798,4,4.3333
2021-08-23,SEA,632758,3,3.0
2021-08-23,TEX,632773,4,4.0
2021-08-23,TOR,632787,3,3.0
2021-08-24,ARI,632744,1,2.0
2021-08-24,ATH,632769,4,6.0
2021-08-24,ATL,632763,4,4.0
2021-08-24,BAL,632807,4,6.9999
2021-08-24,BOS,632755,5,4.3333
2021-08-24,CHW,632779,2,2.0
2021-08-24,CIN,632728,4,2.3333
2021-08-24,CLE,632783,4,4.6667
2021-08-24,DET,632781,3,4.0
2021-08-24,HOU,632776,2,2.3333
2021-08-24,KCR,632776,2,3.0
2021-08-24,LAA,632807,5,7.6666
2021-08-24,LAD,632748,5,4.0
2021-08-24,MIA,632789,3,4.3333
2021-08-24,MIL,632728,3,3.0
2021-08-24,MIN,632755,3,3.3333
2021-08-24,NYM,632802,3,5.3333
2021-08-24,NYY,632763,6,5.0
2021-08-24,PHI,632777,3,2.3333
2021-08-24,PIT,632744,3,4.0
2021-08-24,SDP,632748,7,8.0
2021-08-24,SEA,632769,1,2.3333
2021-08-24,SFG,632802,3,3.6667
2021-08-24,STL,632781,5,7.0001
2021-08-24,TBR,632777,3,4.0
2021-08-24,TEX,632783,4,4.0
2021-08-24,TOR,632779,3,6.0
2021-08-24,WSN,632789,3,2.6667
2021-08-25,ARI,632778,5,4.0
2021-08-25,BAL,632756,5,6.0
2021-08-25,BOS,632767,5,6.0
2021-08-25,CHC,632822,7,6.3332
2021-08-25,CHW,632752,3,2.0
2021-08-25,CIN,632761,3,1.6667
2021-08-25,CLE,632766,3,3.3333
2021-08-25,COL,632822,8,7.0
2021-08-25,DET,632751,5,4.6667
2021-08-25,HOU,632768,3,3.3333
2021-08-25,KCR,632768,5,3.3333
2021-08-25,LAA,632756,5,3.0001
2021-08-25,LAD,632764,9,9.3333
2021-08-25,MIA,632760,4,3.6667
2021-08-25,MIL,632761,3,3.0
2021-08-25,MIN,632767,6,4.9999
2021-08-25,NYM,632747,3,3.0
2021-08-25,PHI,632727,1,1.0
2021-08-25,PIT,632778,4,4.0
2021-08-25,SDP,632764,8,8.3333
2021-08-25,SFG,632747,5,4.3333
2021-08-25,STL,632751,5,5.0
2021-08-25,TBR,632727,3,5.0
2021-08-25,TEX,632766,3,3.3333
2021-08-25,TOR,632752,2,2.0
2021-08-25,WSN,632760,4,3.3333
2021-08-26,ARI,632746,5,4.0
2021-08-26,ATH,632749,5,4.0
2021-08-26,BAL,632743,1,2.0
2021-08-26,BOS,632741,3,3.6667
2021-08-26,CHW,632724,4,4.0
2021-08-26,CIN,632726,4,3.0
2021-08-26,CLE,632788,3,5.0
2021-08-26,KCR,632739,4,4.6667
2021-08-26,LAA,632743,5,4.6667
2021-08-26,LAD,632685,2,1.3333
2021-08-26,MIA,632754,6,3.9999
2021-08-26,MIL,632726,4,5.0
2021-08-26,MIN,632741,4,4.0
2021-08-26,NYM,632745,2,2.0
2021-08-26,NYY,632749,4,5.3333
2021-08-26,PHI,632746,4,5.0
2021-08-26,PIT,632729,4,3.6667
2021-08-26,SDP,632685,2,3.0
2021-08-26,SEA,632739,4,4.0
2021-08-26,SFG,632745,4,3.6667
2021-08-26,STL,632729,4,3.6667
2021-08-26,TEX,632788,4,4.3333
2021-08-26,TOR,632724,5,5.3333
2021-08-26,WSN,632754,4,5.0
2021-08-27,ARI,632808,5,5.3333
2021-08-27,ATH,632725,4,4.6667
2021-08-27,ATL,632732,3,3.0
2021-08-27,BAL,632720,2,3.0
2021-08-27,BOS,632735,2,2.0
2021-08-27,CHC,632718,6,6.0
2021-08-27,CHW,632718,4,8.0
2021-08-27,CIN,632742,1,2.0
2021-08-27,CLE,632735,2,3.0
2021-08-27,COL,632740,3,3.0
2021-08-27,DET,632709,3,3.0
2021-08-27,HOU,632734,4,4.0
2021-08-27,KCR,632753,3,7.6667
2021-08-27,LAA,632782,4,7.6666
2021-08-27,LAD,632740,4,8.0
2021-08-27,MIA,632742,2,4.0
2021-08-27,MIL,632759,3,3.3333
2021-08-27,MIN,632759,4,3.6666
2021-08-27,NYM,632800,4,4.0
2021-08-27,NYY,632725,3,3.0
2021-08-27,PHI,632808,4,5.6667
2021-08-27,PIT,632762,3,4.0
2021-08-27,SDP,632782,0,0.0
2021-08-27,SEA,632753,8,8.0
2021-08-27,SFG,632732,2,2.0
2021-08-27,STL,632762,3,3.3333
2021-08-27,TBR,632720,1,3.0
2021-08-27,TEX,632734,4,4.0
2021-08-27,TOR,632709,2,2.0
2021-08-27,WSN,632800,4,4.0
2021-08-28,ARI,632712,2,2.0
2021-08-28,ATH,632706,2,2.0
2021-08-28,ATL,632733,3,3.0
2021-08-28,BAL,632721,3,2.6667
2021-08-28,BOS,632737,7,4.6667
2021-08-28,CHC,632722,1,0.6667
2021-08-28,CHW,632722,2,4.0
2021-08-28,CIN,632757,4,5.0
2021-08-28,CLE,632737,4,3.0
2021-08-28,COL,632707,4,6.0
2021-08-28,DET,632719,6,7.0
2021-08-28,HOU,632702,2,2.0
2021-08-28,KCR,632713,3,4.3334
2021-08-28,LAA,632697,4,5.3333
2021-08-28,LAD,632707,5,7.3334
2021-08-28,MIA,632757,2,2.0
2021-08-28,MIL,632716,2,3.0
2021-08-28,MIN,632716,3,5.0
2021-08-28,NYM,632717,3,3.0
2021-08-28,NYY,632706,2,2.6667
2021-08-28,PHI,632712,3,3.0
2021-08-28,PIT,632723,5,6.0
2021-08-28,SDP,632697,6,5.0
2021-08-28,SEA,632713,2,2.0
2021-08-28,SFG,632733,2,2.0
2021-08-28,STL,632723,2,2.0
2021-08-28,TBR,632721,3,4.6667
2021-08-28,TEX,632702,2,3.0
2021-08-28,TOR,632719,3,3.6667
2021-08-28,WSN,632717,3,2.6667
2021-08-29,ARI,632673,3,3.0
2021-08-29,ATH,632700,4,4.0
2021-08-29,ATL,632701,4,3.3333
2021-08-29,BAL,632736,4,4.0
2021-08-29,BOS,632704,4,2.6667
2021-08-29,CHC,632765,4,3.3334
2021-08-29,CHW,632765,3,3.0
2021-08-29,CIN,632684,1,1.0
2021-08-29,CLE,632704,5,6.0
2021-08-29,COL,632714,2,2.0
2021-08-29,DET,632750,4,5.0
2021-08-29,HOU,632696,4,4.0
2021-08-29,KCR,632693,2,2.0
2021-08-29,LAD,632714,6,5.6667
2021-08-29,MIA,632684,2,3.0
2021-08-29,MIL,632705,4,4.0
2021-08-29,MIN,632705,2,4.0
2021-08-29,NYM,632711,4,4.0
2021-08-29,NYY,632700,2,2.0
2021-08-29,PHI,632673,5,3.6667
2021-08-29,PIT,632698,3,4.0
2021-08-29,SEA,632693,2,2.0
2021-08-29,SFG,632701,2,5.0
2021-08-29,STL,632698,4,4.3333
2021-08-29,TBR,632736,4,5.0
2021-08-29,TEX,632696,3,2.3333
2021-08-29,TOR,632750,2,2.0
2021-08-29,WSN,632711,3,2.6667
2021-08-30,ARI,632703,4,4.0
2021-08-30,ATL,632674,3,3.3333
2021-08-30,BAL,632668,3,3.3333
2021-08-30,BOS,632664,2,3.0
2021-08-30,CIN,632692,3,3.0
2021-08-30,COL,632678,2,2.0
2021-08-30,DET,633372,3,3.0
2021-08-30,HOU,632665,4,4.0
2021-08-30,LAA,632690,6,7.0
2021-08-30,LAD,632674,3,3.0
2021-08-30,MIL,632687,3,3.0
2021-08-30,MIN,633372,2,3.0
2021-08-30,NYY,632690,3,4.0
2021-08-30,PHI,632691,3,3.0
2021-08-30,SDP,632703,5,4.3333
2021-08-30,SEA,632665,4,3.3333
2021-08-30,SFG,632687,6,7.3333
2021-08-30,STL,632692,3,2.6666
2021-08-30,TBR,632664,3,3.3333
2021-08-30,TEX,632678,4,4.0
2021-08-30,TOR,632668,3,2.0
2021-08-30,WSN,632691,3,5.0
2021-08-31,ARI,632672,2,3.0
2021-08-31,ATH,632688,4,4.3333
2021-08-31,ATL,632663,2,2.0
2021-08-31,BAL,632715,3,4.0
2021-08-31,BOS,632669,2,5.6667
2021-08-31,CHC,632694,4,4.6667
2021-08-31,CHW,632683,5,4.6667
2021-08-31,CLE,632676,2,2.0
2021-08-31,COL,632680,3,3.6667
2021-08-31,DET,632688,3,4.0
2021-08-31,HOU,632657,4,3.0
2021-08-31,KCR,632676,3,4.3333
2021-08-31,LAA,632675,5,4.6667
2021-08-31,LAD,632663,2,2.0
2021-08-31,MIA,632679,1,2.0
2021-08-31,MIL,632682,2,3.0
2021-08-31,MIN,632694,4,4.0
2021-08-31,NYM,632679,3,2.6667
2021-08-31,NYY,632675,2,3.3333
2021-08-31,PHI,632677,5,5.6667
2021-08-31,PIT,632683,3,3.0
2021-08-31,SDP,632672,2,2.0
2021-08-31,SEA,632657,2,2.0
2021-08-31,SFG,632682,2,5.3333
2021-08-31,TBR,632669,3,3.0
2021-08-31,TEX,632680,3,2.3334
2021-08-31,TOR,632715,2,3.3333
2021-08-31,WSN,632677,6,4.0
2021-09-01,ARI,632681,3,3.0
2021-09-01,ATH,632710,3,4.0
2021-09-01,ATL,632656,3,2.0
2021-09-01,BAL,632640,5,4.0
2021-09-01,BOS,632653,2,3.0
2021-09-01,CHC,632689,1,4.0
2021-09-01,CHW,632671,4,4.0
2021-09-01,CIN,632731,2,2.0
2021-09-01,CLE,632662,4,4.3333
2021-09-01,COL,632641,6,8.0
2021-09-01,DET,632710,4,5.0
2021-09-01,HOU,632648,4,3.0
2021-09-01,KCR,632662,5,5.0
2021-09-01,LAA,632655,4,5.3333
2021-09-01,LAD,632656,4,3.0
2021-09-01,MIL,632661,6,7.0
2021-09-01,MIN,632689,3,4.0
2021-09-01,NYY,632655,2,2.0
2021-09-01,PIT,632671,3,3.3333
2021-09-01,SDP,632681,5,5.3333
2021-09-01,SEA,632648,4,4.0
2021-09-01,SFG,632661,5,4.0
2021-09-01,STL,632731,5,4.9999
2021-09-01,TBR,632653,5,5.0
2021-09-01,TEX,632641,7,5.6667
2021-09-01,TOR,632640,4,4.0
2021-09-02,ATH,632686,2,2.3333
2021-09-02,ATL,632695,5,6.0
2021-09-02,BOS,632630,1,3.0
2021-09-02,CHC,632646,6,9.3333
2021-09-02,CLE,632635,3,3.0
2021-09-02,COL,632695,3,5.3333
2021-09-02,DET,632686,3,5.3333
2021-09-02,KCR,632635,3,4.0
2021-09-02,MIA,632650,2,1.6667
2021-09-02,MIL,632659,2,1.0
2021-09-02,NYM,632650,4,3.6667
2021-09-02,PHI,632670,6,5.0
2021-09-02,PIT,632646,5,4.3333
2021-09-02,SFG,632659,2,2.0
2021-09-02,TBR,632630,3,4.0
2021-09-02,WSN,632670,5,3.6667
2021-09-03,ARI,632708,5,4.0
2021-09-03,ATH,632629,2,1.0
2021-09-03,ATL,632644,2,2.3333
2021-09-03,BAL,632642,5,5.0
2021-09-03,BOS,632639,3,2.6667
2021-09-03,CHC,632660,3,3.3333
2021-09-03,CHW,632633,3,5.0
2021-09-03,CIN,632654,5,5.6667
2021-09-03,CLE,632639,3,2.0
2021-09-03,COL,632644,2,2.0
2021-09-03,DET,632654,4,5.3333
2021-09-03,HOU,632651,7,4.6667
2021-09-03,KCR,632633,3,3.0
2021-09-03,LAA,632632,2,2.0
2021-09-03,LAD,632645,10,8.6667
2021-09-03,MIA,632621,4,3.3333
2021-09-03,MIL,632638,4,7.0
2021-09-03,MIN,632627,1,1.0
2021-09-03,NYM,632617,4,4.0
2021-09-03,NYY,632642,5,5.3333
2021-09-03,PHI,632621,3,2.6666
2021-09-03,PIT,632660,4,4.0
2021-09-03,SDP,632651,4,4.0
2021-09-03,SEA,632708,5,4.0
2021-09-03,SFG,632645,5,5.0
2021-09-03,STL,632638,3,2.6667
2021-09-03,TBR,632627,3,3.0
2021-09-03,TEX,632632,2,3.3333
2021-09-03,TOR,632629,4,4.0
2021-09-03,WSN,632617,4,5.0
2021-09-04,ARI,632623,4,5.3333
2021-09-04,ATH,632616,4,4.3333
2021-09-04,ATL,632615,6,5.0
2021-09-04,BAL,632622,4,4.0
2021-09-04,BOS,632634,4,4.0
2021-09-04,CHC,632624,4,4.6667
2021-09-04,CHW,632652,5,5.0
2021-09-04,CIN,632649,3,4.0
2021-09-04,CLE,632634,4,2.9999
2021-09-04,COL,632615,5,4.0
2021-09-04,DET,632649,5,4.0
2021-09-04,HOU,632612,2,2.0
2021-09-04,KCR,632652,5,6.3333
2021-09-04,LAA,632625,0,0.0
2021-09-04,LAD,632636,4,3.3333
2021-09-04,MIA,632626,5,4.6667
2021-09-04,MIL,632667,0,0.0
2021-09-04,MIN,632600,4,5.0
2021-09-04,NYM,632611,0,0.0
2021-09-04,NYY,632622,4,4.3333
2021-09-04,PHI,632626,3,3.0
2021-09-04,PIT,632624,4,5.6667
2021-09-04,SDP,632612,5,3.6667
2021-09-04,SEA,632623,4,4.0
2021-09-04,SFG,632636,7,8.6667
2021-09-04,STL,632667,2,6.3333
2021-09-04,TBR,632600,2,4.0
2021-09-04,TEX,632625,2,2.3333
2021-09-04,TOR,632616,3,2.3333
2021-09-04,WSN,632611,2,1.3333
2021-09-05,ARI,632601,5,4.0
2021-09-05,ATH,632607,4,5.6667
2021-09-05,ATL,632606,2,2.0
2021-09-05,BAL,632582,5,5.0001
2021-09-05,BOS,632592,5,7.0
2021-09-05,CHC,632613,5,5.0
2021-09-05,CHW,632614,4,3.0
2021-09-05,CIN,632618,3,3.0
2021-09-05,CLE,632592,4,4.0
2021-09-05,COL,632606,4,6.3333
2021-09-05,DET,632618,4,6.0
2021-09-05,HOU,632647,4,2.6666
2021-09-05,KCR,632614,2,2.0
2021-09-05,LAA,632619,4,5.3334
2021-09-05,LAD,632599,4,5.0
2021-09-05,MIA,632602,5,5.0
2021-09-05,MIL,632610,4,4.0
2021-09-05,MIN,632605,4,4.3334
2021-09-05,NYM,632598,5,4.6667
2021-09-05,NYY,632582,5,5.3334
2021-09-05,PHI,632602,8,8.6666
2021-09-05,PIT,632613,6,5.0
2021-09-05,SDP,632647,3,3.0
2021-09-05,SEA,632601,5,5.0
2021-09-05,SFG,632599,7,8.0
2021-09-05,STL,632610,4,3.0
2021-09-05,TBR,632605,6,6.3333
2021-09-05,TEX,632619,2,2.0
2021-09-05,TOR,632607,3,2.3333
2021-09-05,WSN,632598,5,6.0
2021-09-06,BAL,632658,4,3.0
2021-09-06,BOS,632603,6,6.3334
2021-09-06,CHC,632597,3,4.0
2021-09-06,CIN,632597,3,3.0
2021-09-06,CLE,632591,2,3.6667
2021-09-06,COL,632608,4,4.6667
2021-09-06,DET,632585,3,5.0
2021-09-06,HOU,632596,1,3.0
2021-09-06,KCR,632658,3,3.6667
2021-09-06,LAA,632620,2,2.0
2021-09-06,LAD,632628,1,1.0
2021-09-06,MIL,632584,3,3.0
2021-09-06,MIN,632591,3,5.0
2021-09-06,NYM,632604,4,3.3333
2021-09-06,NYY,632593,2,2.0
2021-09-06,PHI,632584,2,3.0
2021-09-06,PIT,632585,3,3.0
2021-09-06,SEA,632596,4,6.3333
2021-09-06,SFG,632608,3,2.0
2021-09-06,STL,632628,3,4.0
2021-09-06,TBR,632603,6,8.0
2021-09-06,TEX,632620,3,3.0
2021-09-06,TOR,632593,3,3.0
2021-09-06,WSN,632604,1,2.0
2021-09-07,ARI,632595,2,2.3333
2021-09-07,ATH,632578,4,4.9999
2021-09-07,ATL,632583,3,3.0
2021-09-07,BAL,632594,3,5.0
2021-09-07,BOS,632588,2,5.3333
2021-09-07,CHC,632637,4,4.0
2021-09-07,CHW,632578,5,4.0
2021-09-07,CIN,632637,2,2.0
2021-09-07,CLE,632586,4,4.3333
2021-09-07,COL,632587,5,7.6666
2021-09-07,DET,632560,4,4.0
2021-09-07,HOU,632590,5,5.0
2021-09-07,KCR,632594,2,2.0
2021-09-07,LAA,632581,3,4.0
2021-09-07,LAD,632558,8,8.0
2021-09-07,MIA,632572,5,6.6667
2021-09-07,MIL,632569,2,2.0
2021-09-07,MIN,632586,4,4.0
2021-09-07,NYM,632572,4,4.0
2021-09-07,NYY,632577,4,5.3334
2021-09-07,PHI,632569,3,3.0
2021-09-07,PIT,632560,5,5.0
2021-09-07,SDP,632581,4,2.0
2021-09-07,SEA,632590,5,4.6667
2021-09-07,SFG,632587,1,2.0
2021-09-07,STL,632558,4,4.0
2021-09-07,TBR,632588,2,4.0
2021-09-07,TEX,632595,1,7.0
2021-09-07,TOR,632577,3,3.0
2021-09-07,WSN,632583,3,3.0
2021-09-08,ARI,632573,6,4.0
2021-09-08,ATH,632545,1,2.0
2021-09-08,ATL,632554,5,6.0
2021-09-08,BAL,632576,5,4.6667
2021-09-08,BOS,632575,3,2.0
2021-09-08,CHC,632566,2,4.0
2021-09-08,CHW,632545,2,2.3333
2021-09-08,CIN,632566,3,4.0
2021-09-08,CLE,632579,3,3.0
2021-09-08,COL,632589,5,4.0
2021-09-08,DET,632609,5,6.0
2021-09-08,HOU,632580,7,5.9999
2021-09-08,KCR,632576,3,2.0
2021-09-08,LAA,632631,5,6.3333
2021-09-08,LAD,632643,3,3.0
2021-09-08,MIA,632574,1,1.0
2021-09-08,MIL,632565,5,5.3333
2021-09-08,MIN,632579,2,2.0
2021-09-08,NYM,632574,4,3.6667
2021-09-08,NYY,632567,6,5.6667
2021-09-08,PHI,632565,3,3.3333
2021-09-08,PIT,632609,3,4.0
2021-09-08,SDP,632631,4,3.0
2021-09-08,SEA,632580,5,4.3333
2021-09-08,SFG,632589,5,4.6667
2021-09-08,STL,632643,1,0.6667
2021-09-08,TBR,632575,3,3.0
2021-09-08,TEX,632573,7,4.3333
2021-09-08,TOR,632567,3,3.3333
2021-09-08,WSN,632554,6,8.6667
2021-09-09,ATH,632562,2,2.0
2021-09-09,ATL,632570,7,5.0
2021-09-09,BAL,632556,2,2.0
2021-09-09,CHW,632562,3,3.0
2021-09-09,CLE,632561,2,1.3333
2021-09-09,COL,632548,3,3.0
2021-09-09,KCR,632556,2,3.0
2021-09-09,LAD,632564,5,5.0
2021-09-09,MIA,632536,5,3.3333
2021-09-09,MIN,632561,3,4.0
2021-09-09,NYM,632536,2,1.6667
2021-09-09,NYY,632546,3,3.0
2021-09-09,PHI,632548,4,3.0
2021-09-09,STL,632564,4,5.0
2021-09-09,TOR,632546,3,2.3333
2021-09-09,WSN,632570,2,3.6667
2021-09-10,ARI,632528,2,2.0
2021-09-10,ATH,632544,5,6.3333
2021-09-10,ATL,632571,4,4.0
2021-09-10,BAL,632563,3,4.0
2021-09-10,BOS,632559,5,4.3333
2021-09-10,CHC,632550,2,3.0
2021-09-10,CHW,632559,6,4.0
2021-09-10,CIN,632534,3,3.0
2021-09-10,CLE,632557,3,4.6667
2021-09-10,COL,632537,3,3.0
2021-09-10,DET,632543,5,4.6667
2021-09-10,HOU,632549,3,4.0
2021-09-10,KCR,632541,5,5.0
2021-09-10,LAA,632549,5,4.6667
2021-09-10,LAD,632542,2,2.0
2021-09-10,MIA,632571,3,3.6667
2021-09-10,MIL,632557,3,3.0
2021-09-10,MIN,632541,4,5.0
2021-09-10,NYM,632552,2,2.0
2021-09-10,NYY,632552,3,4.6667
2021-09-10,PHI,632537,6,8.0
2021-09-10,PIT,632555,4,7.0
2021-09-10,SDP,632542,2,2.0
2021-09-10,SEA,632528,4,3.0
2021-09-10,SFG,632550,7,7.0
2021-09-10,STL,632534,2,2.0
2021-09-10,TBR,632543,5,3.0
2021-09-10,TEX,632544,4,4.6667
2021-09-10,TOR,632563,3,3.6667
2021-09-10,WSN,632555,3,1.9999
2021-09-11,ARI,632517,4,3.6666
2021-09-11,ATH,632535,3,2.0
2021-09-11,ATL,632538,2,2.0
2021-09-11,BAL,633331,2,1.0
2021-09-11,BOS,632531,6,7.0
2021-09-11,CHC,632547,5,7.0
2021-09-11,CHW,632531,6,7.3333
2021-09-11,CIN,632525,1,1.0
2021-09-11,CLE,632533,3,3.0
2021-09-11,COL,632540,2,2.0
2021-09-11,DET,632515,4,7.0
2021-09-11,HOU,632529,2,4.0
2021-09-11,KCR,632527,3,3.3333
2021-09-11,LAA,632529,3,3.3333
2021-09-11,LAD,632530,3,2.0
2021-09-11,MIA,632538,4,4.3333
2021-09-11,MIL,632533,1,1.0
2021-09-11,MIN,632527,3,4.0
2021-09-11,NYM,632551,3,3.0
2021-09-11,NYY,632551,5,5.0
2021-09-11,PHI,632540,3,2.3333
2021-09-11,PIT,632501,5,5.0
2021-09-11,SDP,632530,3,3.3333
2021-09-11,SEA,632517,4,4.0
2021-09-11,SFG,632547,1,3.0
2021-09-11,STL,632525,3,4.0
2021-09-11,TBR,632515,2,5.0
2021-09-11,TEX,632535,4,5.6667
2021-09-11,TOR,633331,3,3.0
2021-09-11,WSN,632501,4,3.0
2021-09-12,ARI,632524,5,3.6666
2021-09-12,ATH,632553,3,5.3333
2021-09-12,ATL,632523,3,3.0
2021-09-12,BAL,632498,5,7.0
2021-09-12,BOS,632513,4,3.3334
2021-09-12,CHC,632508,2,4.0
2021-09-12,CHW,632513,3,4.0
2021-09-12,CIN,632516,1,1.0
2021-09-12,CLE,632510,5,6.0
2021-09-12,COL,632514,4,5.3333
2021-09-12,DET,632512,5,8.0
2021-09-12,HOU,632532,3,3.0
2021-09-12,KCR,632519,4,3.6667
2021-09-12,LAA,632532,3,4.0
2021-09-12,LAD,632568,1,1.0
2021-09-12,MIA,632523,4,4.3333
2021-09-12,MIL,632510,2,3.6667
2021-09-12,MIN,632519,4,4.6666
2021-09-12,NYM,632522,5,4.0
2021-09-12,NYY,632522,3,3.6667
2021-09-12,PHI,632514,5,3.6667
2021-09-12,PIT,632526,4,4.6667
2021-09-12,SDP,632568,6,7.3333
2021-09-12,SEA,632524,4,4.0
2021-09-12,SFG,632508,3,3.0
2021-09-12,STL,632516,4,3.6667
2021-09-12,TBR,632512,5,6.3334
2021-09-12,TEX,632553,2,3.0
2021-09-12,TOR,632498,2,3.0
2021-09-12,WSN,632526,2,2.0
2021-09-13,ARI,632509,2,2.6667
2021-09-13,BOS,632507,4,2.0
2021-09-13,HOU,632502,5,7.6667
2021-09-13,LAD,632509,4,4.6667
2021-09-13,MIA,632518,1,1.0
2021-09-13,MIN,632730,6,8.6666
2021-09-13,NYM,632478,4,4.0
2021-09-13,NYY,632730,4,4.0
2021-09-13,SDP,632520,4,4.0
2021-09-13,SEA,632507,3,3.0
2021-09-13,SFG,632520,5,7.0
2021-09-13,STL,632478,3,3.0
2021-09-13,TBR,632489,4,5.6666
2021-09-13,TEX,632502,4,7.6667
2021-09-13,TOR,632489,1,1.0
2021-09-13,WSN,632518,3,3.0
2021-09-14,ARI,632505,4,4.0
2021-09-14,ATH,632511,5,4.6667
2021-09-14,ATL,632504,4,5.0
2021-09-14,BAL,632500,3,5.0
2021-09-14,BOS,632480,5,4.0
2021-09-14,CHC,632495,4,4.0
2021-09-14,CHW,632506,5,5.0
2021-09-14,CIN,632503,3,3.6667
2021-09-14,CLE,632493,2,2.3334
2021-09-14,COL,632504,4,4.0
2021-09-14,DET,632499,4,5.0
2021-09-14,HOU,632482,3,3.0
2021-09-14,KCR,632511,6,8.0
2021-09-14,LAA,632506,3,5.3333
2021-09-14,LAD,632505,4,4.0
2021-09-14,MIA,632496,4,3.6667
2021-09-14,MIL,632499,4,4.0
2021-09-14,MIN,632493,3,3.0
2021-09-14,NYM,632492,7,5.0
2021-09-14,NYY,632500,3,4.0
2021-09-14,PHI,632495,5,4.0
2021-09-14,PIT,632503,3,4.0
2021-09-14,SDP,632491,6,4.3333
2021-09-14,SEA,632480,6,4.6667
2021-09-14,SFG,632491,3,2.3333
2021-09-14,STL,632492,7,7.0
2021-09-14,TBR,632497,4,4.0
2021-09-14,TEX,632482,2,2.0
2021-09-14,TOR,632497,2,2.0
2021-09-14,WSN,632496,4,4.0
2021-09-15,ARI,632484,5,3.3333
2021-09-15,ATH,632471,3,4.0
2021-09-15,ATL,632465,6,5.3333
2021-09-15,BAL,632494,4,3.3333
2021-09-15,BOS,632481,5,5.6667
2021-09-15,CHC,632486,4,4.0
2021-09-15,CHW,632490,2,3.0
2021-09-15,CIN,632487,5,5.0
2021-09-15,CLE,632463,2,2.3333
2021-09-15,COL,632465,5,4.0
2021-09-15,DET,632479,2,3.0
2021-09-15,HOU,632485,3,3.0
2021-09-15,KCR,632471,5,5.0
2021-09-15,LAA,632490,5,4.6667
2021-09-15,LAD,632484,5,4.0
2021-09-15,MIA,632477,7,5.0
2021-09-15,MIL,632479,3,2.0
2021-09-15,MIN,632463,2,4.3334
2021-09-15,NYM,632521,6,6.0
2021-09-15,NYY,632494,3,2.6666
2021-09-15,PHI,632486,4,3.0
2021-09-15,PIT,632487,4,4.0
2021-09-15,SDP,632464,3,3.0
2021-09-15,SEA,632481,5,4.0
2021-09-15,SFG,632464,6,8.6666
2021-09-15,STL,632521,2,3.0
2021-09-15,TBR,632483,2,2.0
2021-09-15,TEX,632485,4,5.0
2021-09-15,TOR,632483,2,2.0
2021-09-15,WSN,632477,5,4.0
2021-09-16,ATH,632468,3,4.0
2021-09-16,BAL,632452,4,5.3333
2021-09-16,CHC,632475,5,4.3334
2021-09-16,CHW,632476,6,5.0
2021-09-16,CIN,632462,3,3.0
2021-09-16,DET,632474,3,2.3333
2021-09-16,HOU,632472,3,3.6667
2021-09-16,KCR,632468,5,7.0
2021-09-16,LAA,632476,4,4.0
2021-09-16,NYY,632452,4,3.6666
2021-09-16,PHI,632475,6,7.6666
2021-09-16,PIT,632462,4,6.0
2021-09-16,SDP,632473,6,8.0
2021-09-16,SFG,632473,4,4.0
2021-09-16,TBR,632474,5,8.0
2021-09-16,TEX,632472,4,5.6667
2021-09-17,ARI,632469,4,2.3333
2021-09-17,ATH,632466,3,3.0
2021-09-17,ATL,632453,6,5.0
2021-09-17,BAL,632454,4,4.0
2021-09-17,BOS,632454,4,4.0
2021-09-17,CHC,632461,4,3.6667
2021-09-17,CHW,632459,4,4.0
2021-09-17,CIN,632470,2,2.6667
2021-09-17,CLE,632458,2,2.0
2021-09-17,COL,632450,6,5.0
2021-09-17,DET,632440,5,6.0
2021-09-17,HOU,632469,7,7.3333
2021-09-17,KCR,632445,5,5.0
2021-09-17,LAA,632466,5,7.3334
2021-09-17,LAD,632470,2,2.0
2021-09-17,MIA,632460,3,3.3333
2021-09-17,MIL,632461,3,5.0
2021-09-17,MIN,632430,3,3.3333
2021-09-17,NYM,632467,5,4.0
2021-09-17,NYY,632458,2,3.0
2021-09-17,PHI,632467,4,4.0
2021-09-17,PIT,632460,4,4.0
2021-09-17,SDP,632436,4,4.0
2021-09-17,SEA,632445,4,3.3333
2021-09-17,SFG,632453,4,4.0
2021-09-17,STL,632436,5,3.3333
2021-09-17,TBR,632440,4,4.0
2021-09-17,TEX,632459,4,5.6667
2021-09-17,TOR,632430,5,7.0
2021-09-17,WSN,632450,4,3.6667
2021-09-18,ARI,632456,5,5.0
2021-09-18,ATH,632444,3,3.0
