date,team,home_away,opponent,runs_scored,runs_allowed,result,home_team_won,attendance,season,recency_weight
,WSN,Home,OAK,8.0,2.0,W,1.0,22651.0,,0.6
,WSN,Home,OAK,3.0,2.0,W-wo,,28635.0,,0.6
,WSN,Home,OAK,8.0,7.0,W-wo,,19240.0,,0.6
,WSN,Home,BOS,4.0,5.0,L,0.0,23516.0,,0.6
,WSN,Home,BOS,6.0,2.0,W,1.0,26507.0,,0.6
,WSN,Home,BOS,10.0,7.0,W,1.0,25445.0,,0.6
,WSN,Home,PHI,8.0,7.0,W,1.0,26747.0,,0.6
,WSN,Home,PHI,3.0,12.0,L,0.0,38853.0,,0.6
,WSN,Home,PHI,4.0,3.0,W,1.0,2473.0,,0.6
,WSN,@,NYY,2.0,1.0,W,0.0,38105.0,,0.6
,WSN,@,NYY,1.0,9.0,L,1.0,37266.0,,0.6
,WSN,@,NYY,6.0,5.0,W,0.0,39681.0,,0.6
,WSN,@,MIA,7.0,4.0,W,0.0,12409.0,,0.6
,WSN,@,MIA,3.0,2.0,W,0.0,13966.0,,0.6
,WSN,@,MIA,1.0,2.0,L,1.0,17216.0,,0.6
,WSN,@,TOR,3.0,6.0,L,1.0,27940.0,,0.6
,WSN,@,TOR,5.0,4.0,W,0.0,39722.0,,0.6
,WSN,@,TOR,0.0,7.0,L,1.0,39303.0,,0.6
,WSN,Home,MIA,1.0,6.0,L,0.0,17428.0,,0.6
,WSN,Home,MIA,5.0,8.0,L,0.0,27930.0,,0.6
,WSN,Home,MIA,5.0,11.0,L,0.0,30389.0,,0.6
,WSN,Home,MIA,4.0,6.0,L,0.0,26196.0,,0.6
,WSN,Home,NYM,5.0,11.0,L,0.0,22897.0,,0.6
,WSN,Home,NYM,3.0,2.0,W-wo,,24297.0,,0.6
,WSN,Home,LAD,5.0,8.0,L,0.0,32561.0,,0.6
,WSN,Home,LAD,7.0,6.0,W-wo,,34562.0,,0.6
,WSN,Home,LAD,3.0,7.0,L,0.0,27546.0,,0.6
,WSN,@,PIT,6.0,2.0,W,0.0,10045.0,,0.6
,WSN,@,PIT,1.0,5.0,L,1.0,9222.0,,0.6
,WSN,@,PIT,6.0,7.0,L,1.0,9883.0,,0.6
,WSN,@,PIT,0.0,2.0,L,1.0,10728.0,,0.6
,WSN,@,MIL,3.0,5.0,L,1.0,35428.0,,0.6
,WSN,@,MIL,5.0,9.0,L,1.0,36212.0,,0.6
,WSN,@,MIL,2.0,1.0,W,0.0,31865.0,,0.6
,WSN,Home,CHW,1.0,6.0,L,0.0,20977.0,,0.6
,WSN,Home,CHW,4.0,3.0,W,1.0,23936.0,,0.6
,WSN,Home,CHW,13.0,3.0,W,1.0,23275.0,,0.6
,WSN,Home,ATL,3.0,10.0,L,0.0,28100.0,,0.6
,WSN,Home,ATL,6.0,9.0,L,0.0,36297.0,,0.6
,WSN,Home,ATL,3.0,2.0,W,1.0,31989.0,,0.6
,WSN,Home,ATL,5.0,8.0,L,0.0,34501.0,,0.6
,WSN,@,BAL,0.0,1.0,L,1.0,20823.0,,0.6
,WSN,@,BAL,1.0,5.0,L,1.0,24278.0,,0.6
,WSN,@,ATL,10.0,6.0,W,0.0,41481.0,,0.6
,WSN,@,ATL,3.0,5.0,L,1.0,41652.0,,0.6
,ARI,Home,COL,16.0,1.0,W,1.0,49011.0,,0.6
,ARI,Home,COL,7.0,3.0,W,1.0,29480.0,,0.6
,ARI,Home,COL,4.0,9.0,L,0.0,32133.0,,0.6
,ARI,Home,COL,5.0,1.0,W,1.0,21824.0,,0.6
,ARI,Home,NYY,2.0,5.0,L,0.0,38608.0,,0.6
,ARI,Home,NYY,7.0,0.0,W,1.0,39863.0,,0.6
,ARI,Home,NYY,5.0,6.0,L,0.0,35038.0,,0.6
,ARI,@,ATL,5.0,6.0,L-wo,,41426.0,,0.6
,ARI,@,ATL,8.0,9.0,L,1.0,41278.0,,0.6
,ARI,@,ATL,2.0,5.0,L,1.0,40693.0,,0.6
,ARI,@,COL,5.0,7.0,L,1.0,18870.0,,0.6
,ARI,@,COL,3.0,2.0,W,0.0,19359.0,,0.6
,ARI,@,COL,5.0,3.0,W,0.0,18311.0,,0.6
,ARI,Home,STL,6.0,9.0,L,0.0,29247.0,,0.6
,ARI,Home,STL,4.0,2.0,W,1.0,33640.0,,0.6
,ARI,Home,STL,5.0,0.0,W,1.0,26460.0,,0.6
,ARI,Home,CHC,2.0,3.0,L,0.0,24468.0,,0.6
,ARI,Home,CHC,12.0,11.0,W-wo,,26426.0,,0.6
,ARI,Home,CHC,3.0,5.0,L,0.0,26567.0,,0.6
,ARI,@,SFG,0.0,5.0,L,1.0,26896.0,,0.6
,ARI,@,SFG,17.0,1.0,W,0.0,33921.0,,0.6
,ARI,@,SFG,3.0,7.0,L,1.0,31063.0,,0.6
,ARI,@,SFG,5.0,3.0,W,0.0,35922.0,,0.6
,ARI,@,STL,3.0,5.0,L-wo,,33036.0,,0.6
,ARI,@,STL,14.0,1.0,W,0.0,32875.0,,0.6
,ARI,@,STL,1.0,5.0,L,1.0,36390.0,,0.6
,ARI,@,SEA,1.0,6.0,L,1.0,33997.0,,0.6
,ARI,@,SEA,1.0,3.0,L,1.0,38956.0,,0.6
,ARI,@,SEA,3.0,2.0,W,0.0,33474.0,,0.6
,ARI,Home,LAD,4.0,8.0,L,0.0,36985.0,,0.6
,ARI,Home,LAD,4.0,3.0,W-wo,,28667.0,,0.6
,ARI,Home,LAD,0.0,8.0,L,0.0,34088.0,,0.6
,ARI,Home,SDP,1.0,7.0,L,0.0,31976.0,,0.6
,ARI,Home,SDP,1.0,13.0,L,0.0,39661.0,,0.6
,ARI,Home,SDP,11.0,4.0,W,1.0,30968.0,,0.6
,ARI,@,CIN,6.0,2.0,W,0.0,14485.0,,0.6
,ARI,@,CIN,4.0,3.0,W,0.0,15660.0,,0.6
,ARI,@,CIN,5.0,4.0,W,0.0,18214.0,,0.6
,ARI,@,BAL,2.0,4.0,L,1.0,27703.0,,0.6
,ARI,@,BAL,4.0,5.0,L-wo,,27882.0,,0.6
,ARI,@,BAL,9.0,2.0,W,0.0,31448.0,,0.6
,ARI,Home,CIN,6.0,5.0,W-wo,,18017.0,,0.6
,ARI,Home,CIN,2.0,6.0,L,0.0,20068.0,,0.6
,ARI,Home,CIN,2.0,1.0,W,1.0,16826.0,,0.6
,ARI,Home,DET,0.0,13.0,L,0.0,25122.0,,0.6
,ARI,Home,DET,3.0,8.0,L,0.0,35826.0,,0.6
,ARI,Home,DET,6.0,4.0,W,1.0,26991.0,,0.6
,ARI,@,LAD,4.0,6.0,L,1.0,37634.0,,0.6
,ARI,@,LAD,7.0,3.0,W,0.0,46180.0,,0.6
,ARI,@,LAD,6.0,0.0,W,0.0,46593.0,,0.6
,ARI,Home,MIA,0.0,3.0,L,0.0,22642.0,,0.6
,ARI,Home,MIA,3.0,2.0,W,1.0,31966.0,,0.6
,ARI,Home,MIA,1.0,3.0,L,0.0,25723.0,,0.6
,ARI,@,TEX,2.0,4.0,L,1.0,37977.0,,0.6
,ARI,@,TEX,1.0,6.0,L,1.0,34023.0,,0.6
,ARI,@,NYM,2.0,3.0,L,1.0,20926.0,,0.6
,ARI,@,NYM,9.0,10.0,L,1.0,33884.0,,0.6
,ARI,@,NYM,10.0,5.0,W,0.0,30600.0,,0.6
,ARI,@,NYM,5.0,4.0,W,0.0,31059.0,,0.6
,ARI,Home,SFG,4.0,2.0,W-wo,,21551.0,,0.6
,ARI,Home,SFG,8.0,5.0,W,1.0,23548.0,,0.6
,ARI,Home,SFG,3.0,9.0,L,0.0,24178.0,,0.6
,ARI,@,SDP,4.0,3.0,W,0.0,39963.0,,0.6
,ARI,@,SDP,3.0,10.0,L,1.0,40341.0,,0.6
,ARI,@,SDP,1.0,13.0,L,1.0,42636.0,,0.6
,ARI,@,SDP,9.0,3.0,W,0.0,41979.0,,0.6
,ARI,Home,LAA,9.0,4.0,W,1.0,20972.0,,0.6
,ARI,Home,LAA,3.0,8.0,L,0.0,19691.0,,0.6
,ARI,Home,LAA,11.0,1.0,W,1.0,18185.0,,0.6
,ARI,Home,CHW,7.0,1.0,W,1.0,23700.0,,0.6
,ARI,Home,CHW,2.0,9.0,L,0.0,38494.0,,0.6
,ARI,Home,CHW,12.0,5.0,W,1.0,37694.0,,0.6
,ARI,@,WSN,5.0,0.0,W,0.0,28230.0,,0.6
,ARI,@,WSN,1.0,3.0,L,1.0,20853.0,,0.6
,ARI,@,WSN,5.0,2.0,W,0.0,21158.0,,0.6
,ARI,@,PHI,5.0,4.0,W,0.0,44436.0,,0.6
,ARI,@,PHI,1.0,12.0,L,1.0,44288.0,,0.6
,ARI,@,PHI,1.0,4.0,L,1.0,44079.0,,0.6
,ARI,Home,MIN,5.0,4.0,W,1.0,21485.0,,0.6
,ARI,Home,MIN,3.0,8.0,L,0.0,16396.0,,0.6
,ARI,Home,MIN,6.0,13.0,L,0.0,22671.0,,0.6
,ARI,Home,OAK,4.0,9.0,L,0.0,25846.0,,0.6
,ARI,Home,OAK,3.0,0.0,W,1.0,39843.0,,0.6
,ARI,Home,OAK,5.0,1.0,W,1.0,26413.0,,0.6
,ARI,@,LAD,5.0,6.0,L-wo,,52931.0,,0.6
,ARI,@,LAD,12.0,4.0,W,0.0,47965.0,,0.6
,ARI,@,LAD,9.0,3.0,W,0.0,52320.0,,0.6
,ARI,@,SDP,8.0,10.0,L-wo,,47171.0,,0.6
,ARI,@,SDP,7.0,5.0,W,0.0,44761.0,,0.6
,ARI,@,SDP,9.0,1.0,W,0.0,41112.0,,0.6
,ARI,Home,ATL,4.0,5.0,L,0.0,20594.0,,0.6
,ARI,Home,ATL,2.0,6.0,L,0.0,21652.0,,0.6
,ARI,Home,ATL,7.0,5.0,W,1.0,18020.0,,0.6
,ARI,Home,ATL,1.0,0.0,W,1.0,27101.0,,0.6
,ARI,Home,TOR,5.0,4.0,W-wo,,24441.0,,0.6
,ARI,Home,TOR,12.0,1.0,W,1.0,40121.0,,0.6
,ARI,Home,TOR,7.0,8.0,L,0.0,24732.0,,0.6
,ARI,@,CHC,5.0,2.0,W,0.0,40691.0,,0.6
,ARI,@,CHC,3.0,0.0,W,0.0,39595.0,,0.6
,ARI,@,CHC,1.0,2.0,L-wo,,39162.0,,0.6
,ARI,@,KCR,4.0,10.0,L,1.0,16275.0,,0.6
,ARI,@,KCR,6.0,2.0,W,0.0,21993.0,,0.6
,ARI,@,KCR,8.0,6.0,W,0.0,15931.0,,0.6
,ARI,Home,PIT,4.0,3.0,W,1.0,31255.0,,0.6
,ARI,Home,PIT,9.0,5.0,W,1.0,35905.0,,0.6
,ARI,Home,PIT,5.0,6.0,L,0.0,27162.0,,0.6
,ARI,Home,WSN,9.0,8.0,W-wo,,18790.0,,0.6
,ARI,Home,WSN,17.0,0.0,W,1.0,19758.0,,0.6
,ARI,Home,WSN,5.0,4.0,W,1.0,18294.0,,0.6
,ARI,@,PIT,9.0,8.0,W,0.0,22834.0,,0.6
,ARI,@,PIT,2.0,4.0,L,1.0,35515.0,,0.6
,ARI,@,PIT,6.0,5.0,W,0.0,32624.0,,0.6
,ARI,@,CLE,7.0,6.0,W,0.0,19570.0,,0.6
,ARI,@,CLE,7.0,3.0,W,0.0,,,0.6
,ARI,@,CLE,5.0,3.0,W,0.0,26739.0,,0.6
,ARI,Home,PHI,4.0,6.0,L,0.0,25239.0,,0.6
,ARI,Home,PHI,3.0,2.0,W-wo,,37952.0,,0.6
,ARI,Home,PHI,11.0,1.0,W,1.0,46183.0,,0.6
,ARI,Home,PHI,12.0,5.0,W,1.0,29071.0,,0.6
,ARI,Home,COL,5.0,4.0,W,1.0,15525.0,,0.6
,ARI,Home,COL,4.0,3.0,W-wo,,19731.0,,0.6
,ARI,Home,COL,11.0,4.0,W,1.0,16464.0,,0.6
,ARI,@,TBR,4.0,5.0,L-wo,,21613.0,,0.6
,ARI,@,TBR,1.0,6.0,L,1.0,17708.0,,0.6
,ARI,@,TBR,7.0,8.0,L-wo,,18636.0,,0.6
,ARI,@,MIA,9.0,6.0,W,0.0,7318.0,,0.6
,ARI,@,MIA,3.0,1.0,W,0.0,6794.0,,0.6
,ARI,@,MIA,10.0,8.0,W,0.0,8248.0,,0.6
,ARI,@,BOS,12.0,2.0,W,0.0,32016.0,,0.6
,ARI,@,BOS,4.0,1.0,W,0.0,35528.0,,0.6
,ARI,@,BOS,7.0,5.0,W,0.0,31453.0,,0.6
,ARI,Home,NYM,3.0,8.0,L,0.0,22575.0,,0.6
,ARI,Home,NYM,8.0,5.0,W,1.0,27059.0,,0.6
,ARI,Home,NYM,2.0,3.0,L,0.0,18425.0,,0.6
,ARI,Home,LAD,9.0,10.0,L,0.0,46606.0,,0.6
,ARI,Home,LAD,6.0,8.0,L,0.0,50041.0,,0.6
,ARI,Home,LAD,14.0,3.0,W,1.0,46278.0,,0.6
,ARI,Home,LAD,6.0,11.0,L,0.0,43747.0,,0.6
,ARI,@,SFG,8.0,7.0,W,0.0,23545.0,,0.6
,ARI,@,SFG,6.0,4.0,W,0.0,22855.0,,0.6
,ARI,@,SFG,2.0,3.0,L-wo,,27871.0,,0.6
,ARI,@,HOU,0.0,8.0,L,1.0,34218.0,,0.6
,ARI,@,HOU,5.0,11.0,L,1.0,35739.0,,0.6
,ARI,@,HOU,12.0,6.0,W,0.0,34154.0,,0.6
,ARI,Home,TEX,6.0,0.0,W,1.0,25499.0,,0.6
,ARI,Home,TEX,14.0,4.0,W,1.0,20473.0,,0.6
,ARI,Home,MIL,1.0,2.0,L,0.0,31033.0,,0.6
,ARI,Home,MIL,8.0,15.0,L,0.0,44886.0,,0.6
,ARI,Home,MIL,11.0,10.0,W-wo,,33708.0,,0.6
,ARI,@,COL,2.0,3.0,L-wo,,18454.0,,0.6
,ARI,@,COL,2.0,8.0,L,1.0,20421.0,,0.6
,ARI,@,COL,9.0,4.0,W,0.0,20805.0,,0.6
,ARI,@,MIL,5.0,1.0,W,0.0,25093.0,,0.6
,ARI,@,MIL,7.0,4.0,W,0.0,32123.0,,0.6
,ARI,@,MIL,5.0,0.0,W,0.0,35068.0,,0.6
,ARI,@,MIL,9.0,10.0,L,1.0,37612.0,,0.6
,ARI,Home,SFG,3.0,6.0,L,0.0,23359.0,,0.6
,ARI,Home,SFG,0.0,11.0,L,0.0,22355.0,,0.6
,ARI,Home,SFG,8.0,2.0,W,1.0,23767.0,,0.6
,ARI,Home,SDP,3.0,5.0,L,0.0,43310.0,,0.6
,ARI,Home,SDP,0.0,5.0,L,0.0,42915.0,,0.6
,ATL,@,PHI,9.0,3.0,W,0.0,44452.0,,0.6
,ATL,@,PHI,12.0,4.0,W,0.0,44468.0,,0.6
,ATL,@,PHI,4.0,5.0,L,1.0,42515.0,,0.6
,ATL,@,CHW,9.0,0.0,W,0.0,13781.0,,0.6
,ATL,@,CHW,2.0,3.0,L,1.0,12300.0,,0.6
,ATL,Home,ARI,6.0,5.0,W-wo,,41426.0,,0.6
,ATL,Home,ARI,9.0,8.0,W,1.0,41278.0,,0.6
,ATL,Home,ARI,5.0,2.0,W,1.0,40693.0,,0.6
,ATL,Home,NYM,7.0,8.0,L,0.0,37538.0,,0.6
,ATL,Home,NYM,6.0,5.0,W,1.0,32065.0,,0.6
,ATL,Home,NYM,4.0,16.0,L,0.0,34352.0,,0.6
,ATL,@,MIA,8.0,1.0,W,0.0,14408.0,,0.6
,ATL,@,MIA,1.0,5.0,L,1.0,22327.0,,0.6
,ATL,@,MIA,9.0,7.0,W,0.0,20757.0,,0.6
,ATL,@,HOU,6.0,1.0,W,0.0,32407.0,,0.6
,ATL,@,HOU,6.0,2.0,W,0.0,34144.0,,0.6
,ATL,@,HOU,5.0,4.0,W,0.0,29073.0,,0.6
,ATL,Home,TEX,8.0,3.0,W,1.0,40810.0,,0.6
,ATL,Home,TEX,5.0,2.0,W,1.0,41744.0,,0.6
,ATL,Home,TEX,4.0,6.0,L,0.0,36581.0,,0.6
,ATL,Home,MIA,3.0,0.0,W,1.0,31572.0,,0.6
,ATL,Home,MIA,5.0,0.0,W,1.0,33533.0,,0.6
,ATL,Home,MIA,4.0,3.0,W-wo,,38950.0,,0.6
,ATL,Home,CLE,6.0,2.0,W,1.0,40210.0,,0.6
,ATL,Home,CLE,2.0,4.0,L,0.0,41696.0,,0.6
,ATL,Home,CLE,4.0,3.0,W-wo,,40758.0,,0.6
,ATL,@,SEA,1.0,2.0,L-wo,,26452.0,,0.6
,ATL,@,SEA,2.0,3.0,L,1.0,23534.0,,0.6
,ATL,@,SEA,5.0,2.0,W,0.0,21689.0,,0.6
,ATL,@,LAD,3.0,4.0,L-wo,,50859.0,,0.6
,ATL,@,LAD,2.0,11.0,L,1.0,44474.0,,0.6
,ATL,@,LAD,1.0,5.0,L,1.0,52733.0,,0.6
,ATL,Home,BOS,4.0,2.0,W,1.0,38142.0,,0.6
,ATL,Home,BOS,5.0,0.0,W,1.0,37015.0,,0.6
,ATL,@,NYM,4.0,2.0,W,0.0,23355.0,,0.6
,ATL,@,NYM,4.0,1.0,W,0.0,38919.0,,0.6
,ATL,@,NYM,3.0,4.0,L-wo,,18944.0,,0.6
,ATL,Home,CHC,2.0,0.0,W,1.0,34582.0,,0.6
,ATL,Home,CHC,7.0,0.0,W,1.0,37357.0,,0.6
,ATL,Home,CHC,1.0,7.0,L,0.0,36623.0,,0.6
,ATL,Home,SDP,1.0,3.0,L,0.0,40186.0,,0.6
,ATL,Home,SDP,1.0,9.0,L,0.0,39203.0,,0.6
,ATL,Home,SDP,5.0,6.0,L,0.0,35113.0,,0.6
,ATL,Home,SDP,3.0,0.0,W,1.0,34753.0,,0.6
,ATL,@,CHC,3.0,4.0,L-wo,,36121.0,,0.6
,ATL,@,CHC,9.0,2.0,W,0.0,37584.0,,0.6
,ATL,@,CHC,3.0,0.0,W,0.0,35646.0,,0.6
,ATL,@,PIT,5.0,11.0,L,1.0,35822.0,,0.6
,ATL,@,PIT,1.0,4.0,L,1.0,31459.0,,0.6
,ATL,@,PIT,8.0,1.0,W,0.0,27416.0,,0.6
,ATL,Home,WSN,4.0,8.0,L,0.0,38858.0,,0.6
,ATL,Home,WSN,2.0,0.0,W,1.0,37598.0,,0.6
,ATL,Home,WSN,2.0,7.0,L,0.0,33654.0,,0.6
,ATL,Home,WSN,1.0,3.0,L,0.0,37784.0,,0.6
,ATL,Home,OAK,4.0,2.0,W,1.0,40204.0,,0.6
,ATL,Home,OAK,9.0,11.0,L,0.0,41181.0,,0.6
,ATL,Home,OAK,3.0,1.0,W,1.0,37853.0,,0.6
,ATL,@,BOS,8.0,3.0,W,0.0,34628.0,,0.6
,ATL,@,BOS,0.0,9.0,L,1.0,33760.0,,0.6
,ATL,@,WSN,5.0,2.0,W,0.0,27690.0,,0.6
,ATL,@,WSN,1.0,2.0,L,1.0,39235.0,,0.6
,ATL,@,WSN,3.0,7.0,L,1.0,33998.0,,0.6
,ATL,@,WSN,5.0,8.0,L,1.0,34282.0,,0.6
,ATL,@,BAL,0.0,4.0,L,1.0,24048.0,,0.6
,ATL,@,BAL,2.0,4.0,L,1.0,24122.0,,0.6
,ATL,@,BAL,6.0,3.0,W,0.0,33700.0,,0.6
,ATL,Home,TBR,7.0,3.0,W,1.0,41046.0,,0.6
,ATL,Home,TBR,9.0,2.0,W,1.0,40480.0,,0.6
,ATL,Home,TBR,6.0,8.0,L,0.0,40211.0,,0.6
,ATL,Home,DET,2.0,1.0,W,1.0,38273.0,,0.6
,ATL,Home,DET,2.0,1.0,W,1.0,37561.0,,0.6
,ATL,Home,DET,7.0,0.0,W,1.0,36055.0,,0.6
,ATL,@,NYY,8.0,1.0,W,0.0,45226.0,,0.6
,ATL,@,NYY,3.0,8.0,L,1.0,45056.0,,0.6
,ATL,@,NYY,3.0,1.0,W,0.0,46683.0,,0.6
,ATL,@,STL,3.0,4.0,L,1.0,36005.0,,0.6
,ATL,@,STL,6.0,2.0,W,0.0,33997.0,,0.6
,ATL,@,STL,1.0,4.0,L,1.0,33921.0,,0.6
,ATL,@,CHW,0.0,1.0,L,1.0,12656.0,,0.6
,ATL,Home,PIT,6.0,1.0,W,1.0,42155.0,,0.6
,ATL,Home,PIT,2.0,1.0,W-wo,,40864.0,,0.6
,ATL,Home,PIT,2.0,4.0,L,0.0,36679.0,,0.6
,ATL,Home,SFG,3.0,5.0,L,0.0,34047.0,,0.6
,ATL,Home,SFG,3.0,1.0,W,1.0,38834.0,,0.6
,ATL,Home,SFG,2.0,4.0,L,0.0,40672.0,,0.6
,ATL,Home,PHI,6.0,8.0,L,0.0,40942.0,,0.6
,ATL,Home,PHI,5.0,1.0,W,1.0,41006.0,,0.6
,ATL,Home,PHI,6.0,0.0,W,1.0,36808.0,,0.6
,ATL,@,ARI,5.0,4.0,W,0.0,20594.0,,0.6
,ATL,@,ARI,6.0,2.0,W,0.0,21652.0,,0.6
,ATL,@,ARI,5.0,7.0,L,1.0,18020.0,,0.6
,ATL,@,ARI,0.0,1.0,L,1.0,27101.0,,0.6
,ATL,@,SDP,6.0,1.0,W,0.0,44390.0,,0.6
,ATL,@,SDP,0.0,4.0,L,1.0,43097.0,,0.6
,ATL,@,SDP,6.0,3.0,W,0.0,42132.0,,0.6
,ATL,Home,STL,3.0,2.0,W-wo,,37042.0,,0.6
,ATL,Home,STL,5.0,9.0,L,0.0,42168.0,,0.6
,ATL,Home,STL,2.0,6.0,L,0.0,36348.0,,0.6
,ATL,Home,CIN,1.0,4.0,L,0.0,38779.0,,0.6
,ATL,Home,CIN,4.0,9.0,L,0.0,34407.0,,0.6
,ATL,@,NYM,2.0,3.0,L-wo,,34807.0,,0.6
,ATL,@,NYM,4.0,8.0,L,1.0,34673.0,,0.6
,ATL,@,NYM,4.0,0.0,W,0.0,35149.0,,0.6
,ATL,@,NYM,9.0,2.0,W,0.0,26916.0,,0.6
,ATL,@,MIL,3.0,8.0,L,1.0,28698.0,,0.6
,ATL,@,MIL,5.0,1.0,W,0.0,28810.0,,0.6
,ATL,@,MIL,6.0,2.0,W,0.0,37111.0,,0.6
,ATL,Home,MIA,4.0,2.0,W,1.0,34401.0,,0.6
,ATL,Home,MIA,5.0,3.0,W,1.0,37726.0,,0.6
,ATL,Home,MIA,3.0,4.0,L,0.0,40749.0,,0.6
,ATL,Home,MIA,0.0,7.0,L,0.0,33146.0,,0.6
,ATL,Home,MIL,0.0,10.0,L,0.0,38701.0,,0.6
,ATL,Home,MIL,5.0,8.0,L,0.0,33281.0,,0.6
,ATL,Home,MIL,7.0,16.0,L,0.0,29935.0,,0.6
,ATL,@,COL,5.0,6.0,L,1.0,33028.0,,0.6
,ATL,@,COL,11.0,8.0,W,0.0,46169.0,,0.6
,ATL,@,COL,8.0,9.0,L,1.0,40365.0,,0.6
,ATL,@,SFG,1.0,0.0,W,0.0,30184.0,,0.6
,ATL,@,SFG,4.0,3.0,W,0.0,30468.0,,0.6
,ATL,@,SFG,13.0,2.0,W,0.0,27460.0,,0.6
,ATL,@,SFG,0.0,6.0,L,1.0,29319.0,,0.6
,ATL,@,LAA,2.0,3.0,L,1.0,37736.0,,0.6
,ATL,@,LAA,11.0,3.0,W,0.0,37268.0,,0.6
,ATL,@,LAA,3.0,1.0,W,0.0,36102.0,,0.6
,ATL,Home,PHI,3.0,1.0,W,1.0,34245.0,,0.6
,ATL,Home,PHI,2.0,3.0,L,0.0,33221.0,,0.6
,ATL,Home,PHI,3.0,2.0,W,1.0,34704.0,,0.6
,ATL,Home,WSN,3.0,2.0,W-wo,,37203.0,,0.6
,ATL,Home,WSN,4.0,2.0,W,1.0,40230.0,,0.6
,ATL,Home,WSN,1.0,5.0,L,0.0,32327.0,,0.6
,ATL,@,MIN,10.0,6.0,W,0.0,18974.0,,0.6
,ATL,@,MIN,8.0,6.0,W,0.0,20200.0,,0.6
,ATL,@,MIN,5.0,1.0,W,0.0,19142.0,,0.6
,ATL,@,PHI,4.0,5.0,L,1.0,40451.0,,0.6
,ATL,@,PHI,7.0,2.0,W,0.0,40193.0,,0.6
,ATL,@,PHI,0.0,3.0,L,1.0,42730.0,,0.6
,ATL,@,PHI,2.0,3.0,L-wo,,43249.0,,0.6
,ATL,Home,COL,3.0,0.0,W,1.0,32672.0,,0.6
,ATL,Home,COL,5.0,2.0,W,1.0,36859.0,,0.6
,ATL,Home,COL,1.0,3.0,L,0.0,32811.0,,0.6
,ATL,Home,TOR,3.0,1.0,W,1.0,37230.0,,0.6
,ATL,Home,TOR,5.0,9.0,L,0.0,38276.0,,0.6
,ATL,Home,TOR,4.0,3.0,W-wo,,36394.0,,0.6
,ATL,Home,CIN,0.0,1.0,L,0.0,34883.0,,0.6
,ATL,@,WSN,12.0,0.0,W,0.0,17668.0,,0.6
,ATL,@,WSN,1.0,5.0,L,1.0,15585.0,,0.6
,ATL,Home,LAD,6.0,2.0,W,1.0,40339.0,,0.6
,ATL,Home,LAD,10.0,1.0,W,1.0,42732.0,,0.6
,ATL,Home,LAD,2.0,9.0,L,0.0,39198.0,,0.6
,ATL,Home,LAD,0.0,9.0,L,0.0,37109.0,,0.6
,ATL,@,CIN,5.0,6.0,L,1.0,20955.0,,0.6
,ATL,@,CIN,7.0,1.0,W,0.0,18959.0,,0.6
,ATL,@,CIN,15.0,3.0,W,0.0,20071.0,,0.6
,ATL,@,MIA,3.0,4.0,L,1.0,17139.0,,0.6
,ATL,@,MIA,6.0,2.0,W,0.0,25227.0,,0.6
,ATL,@,MIA,5.0,4.0,W,0.0,20490.0,,0.6
,ATL,Home,NYM,5.0,1.0,W,1.0,40103.0,,0.6
,ATL,Home,KCR,3.0,0.0,W,1.0,36212.0,,0.6
,ATL,Home,KCR,2.0,1.0,W-wo,,38775.0,,0.6
,ATL,Home,KCR,2.0,4.0,L,0.0,39043.0,,0.6
,ATL,Home,NYM,7.0,8.0,L,0.0,,,0.6
,BAL,Home,LAA,11.0,3.0,W,1.0,45029.0,,0.6
,BAL,Home,LAA,13.0,4.0,W,1.0,28420.0,,0.6
,BAL,Home,LAA,1.0,4.0,L,0.0,20576.0,,0.6
,BAL,Home,KCR,6.0,4.0,W-wo,,12666.0,,0.6
,BAL,Home,KCR,1.0,4.0,L,0.0,9404.0,,0.6
,BAL,Home,KCR,4.0,3.0,W-wo,,11488.0,,0.6
,BAL,@,PIT,5.0,2.0,W,0.0,38400.0,,0.6
,BAL,@,PIT,4.0,5.0,L-wo,,24089.0,,0.6
,BAL,@,PIT,2.0,3.0,L-wo,,20652.0,,0.6
,BAL,@,BOS,7.0,1.0,W,0.0,36093.0,,0.6
,BAL,@,BOS,7.0,5.0,W,0.0,27936.0,,0.6
,BAL,@,BOS,9.0,4.0,W,0.0,26230.0,,0.6
,BAL,Home,MIL,1.0,11.0,L,0.0,32205.0,,0.6
,BAL,Home,MIL,5.0,11.0,L,0.0,24327.0,,0.6
,BAL,Home,MIL,6.0,4.0,W,1.0,35085.0,,0.6
,BAL,Home,MIN,7.0,4.0,W,1.0,14611.0,,0.6
,BAL,Home,MIN,11.0,3.0,W,1.0,18108.0,,0.6
,BAL,Home,MIN,4.0,2.0,W-wo,,15860.0,,0.6
,BAL,@,KCR,4.0,9.0,L,1.0,17073.0,,0.6
,BAL,@,KCR,9.0,7.0,W,0.0,23118.0,,0.6
,BAL,@,KCR,5.0,0.0,W,0.0,18044.0,,0.6
,BAL,@,LAA,4.0,2.0,W,0.0,26081.0,,0.6
,BAL,@,LAA,4.0,7.0,L,1.0,22803.0,,0.6
,BAL,@,LAA,6.0,5.0,W,0.0,19557.0,,0.6
,BAL,Home,OAK,2.0,3.0,L,0.0,22965.0,,0.6
,BAL,Home,OAK,7.0,0.0,W,1.0,28364.0,,0.6
,BAL,Home,OAK,6.0,7.0,L,0.0,40887.0,,0.6
