date,team,home_away,opponent,runs_scored,runs_allowed,result,home_team_won,attendance,season,recency_weight
1-03-25,SFG,Home,NYY,0.0,7.0,L,0,40856.0,2026.0,0.75
1-03-25,NYY,@,SFG,7.0,0.0,W,0,40856.0,2026.0,0.75
1-03-26,ARI,@,LAD,2.0,8.0,L,1,53712.0,2026.0,0.75
1-03-26,PHI,Home,TEX,5.0,3.0,W,1,44610.0,2026.0,0.75
1-03-26,MIL,Home,CHW,14.0,2.0,W,1,43001.0,2026.0,0.75
1-03-26,PIT,@,NYM,7.0,11.0,L,1,41449.0,2026.0,0.75
1-03-26,BOS,@,CIN,3.0,0.0,W,0,43897.0,2026.0,0.75
1-03-26,LAD,Home,ARI,8.0,2.0,W,1,53712.0,2026.0,0.75
1-03-26,SDP,Home,DET,2.0,8.0,L,0,45673.0,2026.0,0.75
1-03-26,LAA,@,HOU,3.0,0.0,W,0,41329.0,2026.0,0.75
1-03-26,SEA,Home,CLE,4.0,6.0,L,0,44938.0,2026.0,0.75
1-03-26,WSN,@,CHC,10.0,4.0,W,0,39712.0,2026.0,0.75
1-03-26,TEX,@,PHI,3.0,5.0,L,1,44610.0,2026.0,0.75
1-03-26,CHW,@,MIL,2.0,14.0,L,1,43001.0,2026.0,0.75
1-03-26,TBR,@,STL,7.0,9.0,L,1,45037.0,2026.0,0.75
1-03-26,CIN,Home,BOS,0.0,3.0,L,0,43897.0,2026.0,0.75
1-03-26,DET,@,SDP,8.0,2.0,W,0,45673.0,2026.0,0.75
1-03-26,STL,Home,TBR,9.0,7.0,W,1,45037.0,2026.0,0.75
1-03-26,MIN,@,BAL,1.0,2.0,L,1,42134.0,2026.0,0.75
1-03-27,SEA,Home,CLE,5.0,1.0,W,1,36987.0,2026.0,0.75
1-03-27,KCR,@,ATL,0.0,6.0,L,1,39697.0,2026.0,0.75
1-03-27,LAA,@,HOU,6.0,2.0,W,0,30788.0,2026.0,0.75
1-03-27,SDP,Home,DET,2.0,5.0,L,0,44896.0,2026.0,0.75
1-03-27,SFG,Home,NYY,0.0,3.0,L,0,40273.0,2026.0,0.75
1-03-27,TOR,Home,ATH,3.0,2.0,W-wo,,42728.0,2026.0,0.75
1-03-27,DET,@,SDP,5.0,2.0,W,0,44896.0,2026.0,0.75
1-03-27,MIA,Home,COL,2.0,1.0,W,1,32459.0,2026.0,0.75
1-03-27,ATL,Home,KCR,6.0,0.0,W,1,39697.0,2026.0,0.75
1-03-27,LAD,Home,ARI,5.0,4.0,W,1,51540.0,2026.0,0.75
1-03-27,NYY,@,SFG,3.0,0.0,W,0,40273.0,2026.0,0.75
1-03-27,ARI,@,LAD,4.0,5.0,L,1,51540.0,2026.0,0.75
1-03-28,TOR,Home,ATH,8.0,7.0,W-wo,,40268.0,2026.0,0.75
1-03-28,SEA,Home,CLE,5.0,6.0,L,0,43283.0,2026.0,0.75
1-03-28,BOS,@,CIN,5.0,6.0,L-wo,,38298.0,2026.0,0.75
1-03-28,LAD,Home,ARI,3.0,2.0,W,1,53340.0,2026.0,0.75
1-03-28,PIT,@,NYM,2.0,4.0,L-wo,,37183.0,2026.0,0.75
1-03-28,SFG,Home,NYY,1.0,3.0,L,0,40634.0,2026.0,0.75
1-03-28,MIL,Home,CHW,6.0,1.0,W,1,36030.0,2026.0,0.75
1-03-28,PHI,Home,TEX,4.0,5.0,L,0,40051.0,2026.0,0.75
1-03-28,MIA,Home,COL,4.0,3.0,W,1,10160.0,2026.0,0.75
1-03-28,KCR,@,ATL,2.0,6.0,L-wo,,39362.0,2026.0,0.75
1-03-28,SDP,Home,DET,3.0,0.0,W,1,44368.0,2026.0,0.75
1-03-28,CIN,Home,BOS,6.0,5.0,W-wo,,38298.0,2026.0,0.75
1-03-28,DET,@,SDP,0.0,3.0,L,1,44368.0,2026.0,0.75
1-03-28,TBR,@,STL,5.0,6.0,L-wo,,25951.0,2026.0,0.75
1-03-28,STL,Home,TBR,6.0,5.0,W-wo,,25951.0,2026.0,0.75
1-03-28,MIN,@,BAL,4.0,1.0,W,0,26057.0,2026.0,0.75
1-03-28,LAA,@,HOU,9.0,11.0,L,1,30740.0,2026.0,0.75
1-03-28,NYY,@,SFG,3.0,1.0,W,0,40634.0,2026.0,0.75
1-03-28,CHW,@,MIL,1.0,6.0,L,1,36030.0,2026.0,0.75
1-03-28,ARI,@,LAD,2.0,3.0,L,1,53340.0,2026.0,0.75
1-03-28,ATL,Home,KCR,6.0,2.0,W-wo,,39362.0,2026.0,0.75
1-03-28,TEX,@,PHI,5.0,4.0,W,0,40051.0,2026.0,0.75
1-03-28,WSN,@,CHC,2.0,10.0,L,1,34834.0,2026.0,0.75
1-03-29,TOR,Home,ATH,5.0,2.0,W,1,36484.0,2026.0,0.75
1-03-29,TBR,@,STL,11.0,7.0,W,0,27653.0,2026.0,0.75
1-03-29,SEA,Home,CLE,8.0,0.0,W,1,30800.0,2026.0,0.75
1-03-29,CHW,@,MIL,7.0,9.0,L,1,32737.0,2026.0,0.75
1-03-29,LAA,@,HOU,7.0,9.0,L,1,30848.0,2026.0,0.75
1-03-29,KCR,@,ATL,4.0,1.0,W,0,37961.0,2026.0,0.75
1-03-29,BOS,@,CIN,2.0,3.0,L,1,27084.0,2026.0,0.75
1-03-29,TEX,@,PHI,8.0,3.0,W,0,38013.0,2026.0,0.75
1-03-29,MIN,@,BAL,6.0,8.0,L,1,18071.0,2026.0,0.75
1-03-29,CIN,Home,BOS,3.0,2.0,W,1,27084.0,2026.0,0.75
1-03-29,WSN,@,CHC,6.0,3.0,W,0,33559.0,2026.0,0.75
1-03-29,PHI,Home,TEX,3.0,8.0,L,0,38013.0,2026.0,0.75
1-03-29,ATL,Home,KCR,1.0,4.0,L,0,37961.0,2026.0,0.75
1-03-29,MIA,Home,COL,4.0,3.0,W-wo,,17355.0,2026.0,0.75
1-03-29,MIL,Home,CHW,9.0,7.0,W,1,32737.0,2026.0,0.75
1-03-29,PIT,@,NYM,4.0,3.0,W,0,36940.0,2026.0,0.75
1-03-29,STL,Home,TBR,7.0,11.0,L,0,27653.0,2026.0,0.75
1-03-30,TOR,Home,COL,5.0,14.0,L,0,35490.0,2026.0,0.75
1-03-30,ARI,Home,DET,9.0,6.0,W,1,48350.0,2026.0,0.75
1-03-30,LAA,@,CHC,2.0,7.0,L,1,36702.0,2026.0,0.75
1-03-30,PHI,Home,WSN,2.0,13.0,L,0,35609.0,2026.0,0.75
1-03-30,NYY,@,SEA,1.0,2.0,L-wo,,27291.0,2026.0,0.75
1-03-30,SEA,Home,NYY,2.0,1.0,W-wo,,27291.0,2026.0,0.75
1-03-30,STL,Home,NYM,2.0,4.0,L,0,21307.0,2026.0,0.75
1-03-30,ATL,Home,ATH,4.0,0.0,W,1,24478.0,2026.0,0.75
1-03-30,TEX,@,BAL,5.0,2.0,W,0,11209.0,2026.0,0.75
1-03-30,WSN,@,PHI,13.0,2.0,W,0,35609.0,2026.0,0.75
1-03-30,CHW,@,MIA,9.0,4.0,W,0,6515.0,2026.0,0.75
1-03-30,KCR,Home,MIN,3.0,1.0,W,1,39320.0,2026.0,0.75
1-03-30,DET,@,ARI,6.0,9.0,L,1,48350.0,2026.0,0.75
1-03-30,BOS,@,HOU,1.0,8.0,L,1,23532.0,2026.0,0.75
1-03-30,SDP,Home,SFG,2.0,3.0,L,0,43611.0,2026.0,0.75
1-03-30,MIA,Home,CHW,4.0,9.0,L,0,6515.0,2026.0,0.75
1-03-30,CIN,Home,PIT,2.0,0.0,W,1,13626.0,2026.0,0.75
1-03-30,MIN,@,KCR,1.0,3.0,L,1,39320.0,2026.0,0.75
1-03-30,SFG,@,SDP,3.0,2.0,W,0,43611.0,2026.0,0.75
1-03-30,LAD,Home,CLE,2.0,4.0,L,0,52173.0,2026.0,0.75
1-03-30,MIL,Home,TBR,2.0,3.0,L,0,20022.0,2026.0,0.75
1-03-30,TBR,@,MIL,3.0,2.0,W,0,20022.0,2026.0,0.75
1-03-30,PIT,@,CIN,0.0,2.0,L,1,13626.0,2026.0,0.75
1-03-31,CIN,Home,PIT,3.0,8.0,L,0,22390.0,2026.0,0.75
1-03-31,DET,@,ARI,5.0,7.0,L,1,28780.0,2026.0,0.75
1-03-31,SEA,Home,NYY,0.0,5.0,L,0,32790.0,2026.0,0.75
1-03-31,ARI,Home,DET,7.0,5.0,W,1,28780.0,2026.0,0.75
1-03-31,TBR,@,MIL,2.0,6.0,L,1,20010.0,2026.0,0.75
1-03-31,SFG,@,SDP,9.0,3.0,W,0,41891.0,2026.0,0.75
1-03-31,CHW,@,MIA,2.0,9.0,L,1,6667.0,2026.0,0.75
1-03-31,STL,Home,NYM,3.0,0.0,W,1,22823.0,2026.0,0.75
1-03-31,WSN,@,PHI,2.0,3.0,L,1,40709.0,2026.0,0.75
1-03-31,NYY,@,SEA,5.0,0.0,W,0,32790.0,2026.0,0.75
1-03-31,MIL,Home,TBR,6.0,2.0,W,1,20010.0,2026.0,0.75
1-03-31,ATL,Home,ATH,2.0,5.0,L,0,30799.0,2026.0,0.75
1-03-31,LAA,@,CHC,2.0,0.0,W,0,26288.0,2026.0,0.75
1-03-31,TEX,@,BAL,8.0,5.0,W,0,13542.0,2026.0,0.75
1-03-31,PHI,Home,WSN,3.0,2.0,W,1,40709.0,2026.0,0.75
1-03-31,LAD,Home,CLE,4.0,1.0,W,1,53614.0,2026.0,0.75
1-03-31,TOR,Home,COL,5.0,1.0,W,1,38871.0,2026.0,0.75
1-03-31,MIA,Home,CHW,9.0,2.0,W,1,6667.0,2026.0,0.75
1-03-31,PIT,@,CIN,8.0,3.0,W,0,22390.0,2026.0,0.75
1-03-31,BOS,@,HOU,2.0,9.0,L,1,26930.0,2026.0,0.75
1-03-31,SDP,Home,SFG,3.0,9.0,L,0,41891.0,2026.0,0.75
1-04-01,ARI,Home,DET,1.0,0.0,W,1,23166.0,2026.0,0.75
1-04-01,DET,@,ARI,0.0,1.0,L,1,23166.0,2026.0,0.75
1-04-01,PIT,@,CIN,8.0,3.0,W,0,15007.0,2026.0,0.75
1-04-01,LAD,Home,CLE,1.0,4.0,L,0,45556.0,2026.0,0.75
1-04-01,CIN,Home,PIT,3.0,8.0,L,0,15007.0,2026.0,0.75
1-04-01,MIA,Home,CHW,10.0,0.0,W,1,6505.0,2026.0,0.75
1-04-01,PHI,Home,WSN,6.0,5.0,W-wo,,37469.0,2026.0,0.75
1-04-01,ATL,Home,ATH,5.0,1.0,W,1,27568.0,2026.0,0.75
1-04-01,TOR,Home,COL,1.0,2.0,L,0,37208.0,2026.0,0.75
1-04-01,TBR,@,MIL,2.0,8.0,L,1,21949.0,2026.0,0.75
1-04-01,TEX,@,BAL,3.0,8.0,L,1,14324.0,2026.0,0.75
1-04-01,SFG,@,SDP,1.0,7.0,L,1,41491.0,2026.0,0.75
1-04-01,BOS,@,HOU,4.0,6.0,L,1,25272.0,2026.0,0.75
1-04-01,STL,Home,NYM,2.0,1.0,W-wo,,21684.0,2026.0,0.75
1-04-01,MIL,Home,TBR,8.0,2.0,W,1,21949.0,2026.0,0.75
1-04-01,MIN,@,KCR,9.0,13.0,L,1,10870.0,2026.0,0.75
1-04-01,WSN,@,PHI,5.0,6.0,L-wo,,37469.0,2026.0,0.75
1-04-01,KCR,Home,MIN,13.0,9.0,W,1,10870.0,2026.0,0.75
1-04-01,CHW,@,MIA,0.0,10.0,L,1,6505.0,2026.0,0.75
1-04-01,SEA,Home,NYY,3.0,5.0,L,0,23415.0,2026.0,0.75
1-04-01,NYY,@,SEA,5.0,3.0,W,0,23415.0,2026.0,0.75
1-04-01,SDP,Home,SFG,7.0,1.0,W,1,41491.0,2026.0,0.75
1-04-01,LAA,@,CHC,2.0,6.0,L,1,25125.0,2026.0,0.75
1-04-02,KCR,Home,MIN,1.0,5.0,L,0,11694.0,2026.0,0.75
1-04-02,ATL,@,ARI,17.0,2.0,W,0,21600.0,2026.0,0.75
1-04-02,MIN,@,KCR,5.0,1.0,W,0,11694.0,2026.0,0.75
1-04-02,ARI,Home,ATL,2.0,17.0,L,0,21600.0,2026.0,0.75
1-04-02,SFG,Home,NYM,7.0,2.0,W,1,32073.0,2026.0,0.75
1-04-03,LAA,Home,SEA,1.0,3.0,L,0,44931.0,2026.0,0.75
1-04-03,PHI,@,COL,10.0,1.0,W,0,48366.0,2026.0,0.75
1-04-03,PIT,Home,BAL,5.0,4.0,W,1,38986.0,2026.0,0.75
1-04-03,SDP,@,BOS,2.0,5.0,L,1,36233.0,2026.0,0.75
1-04-03,SEA,@,LAA,3.0,1.0,W,0,44931.0,2026.0,0.75
1-04-03,LAD,@,WSN,13.0,6.0,W,0,41161.0,2026.0,0.75
1-04-03,NYY,Home,MIA,8.0,2.0,W,1,48788.0,2026.0,0.75
1-04-03,DET,Home,STL,4.0,0.0,W,1,45008.0,2026.0,0.75
1-04-03,SFG,Home,NYM,3.0,10.0,L,0,38613.0,2026.0,0.75
1-04-03,MIA,@,NYY,2.0,8.0,L,1,48788.0,2026.0,0.75
1-04-03,STL,@,DET,0.0,4.0,L,1,45008.0,2026.0,0.75
1-04-03,MIN,Home,TBR,10.0,4.0,W,1,36042.0,2026.0,0.75
1-04-03,TOR,@,CHW,4.0,5.0,L-wo,,33171.0,2026.0,0.75
1-04-03,ATL,@,ARI,2.0,0.0,W,0,29192.0,2026.0,0.75
1-04-03,WSN,Home,LAD,6.0,13.0,L,0,41161.0,2026.0,0.75
1-04-03,BOS,Home,SDP,5.0,2.0,W,1,36233.0,2026.0,0.75
1-04-03,TBR,@,MIN,4.0,10.0,L,1,36042.0,2026.0,0.75
1-04-03,TEX,Home,CIN,3.0,5.0,L,0,37635.0,2026.0,0.75
1-04-03,CHW,Home,TOR,5.0,4.0,W-wo,,33171.0,2026.0,0.75
1-04-03,CIN,@,TEX,5.0,3.0,W,0,37635.0,2026.0,0.75
1-04-03,ARI,Home,ATL,0.0,2.0,L,0,29192.0,2026.0,0.75
1-04-04,TOR,@,CHW,3.0,6.0,L,1,18389.0,2026.0,0.75
1-04-04,LAD,@,WSN,10.0,5.0,W,0,40046.0,2026.0,0.75
1-04-04,PHI,@,COL,2.0,1.0,W,0,39718.0,2026.0,0.75
1-04-04,BOS,Home,SDP,2.0,3.0,L,0,36405.0,2026.0,0.75
1-04-04,SDP,@,BOS,3.0,2.0,W,0,36405.0,2026.0,0.75
1-04-04,DET,Home,STL,11.0,6.0,W,1,28708.0,2026.0,0.75
1-04-04,ATL,@,ARI,1.0,2.0,L,1,37457.0,2026.0,0.75
1-04-04,SFG,Home,NYM,0.0,9.0,L,0,36553.0,2026.0,0.75
1-04-04,PIT,Home,BAL,3.0,2.0,W-wo,,27949.0,2026.0,0.75
1-04-04,MIA,@,NYY,7.0,9.0,L,1,44150.0,2026.0,0.75
1-04-04,SEA,@,LAA,0.0,1.0,L,1,44084.0,2026.0,0.75
1-04-04,CIN,@,TEX,2.0,0.0,W,0,36393.0,2026.0,0.75
1-04-04,WSN,Home,LAD,5.0,10.0,L,0,40046.0,2026.0,0.75
1-04-04,STL,@,DET,6.0,11.0,L,1,28708.0,2026.0,0.75
1-04-04,ARI,Home,ATL,2.0,1.0,W,1,37457.0,2026.0,0.75
1-04-04,CHW,Home,TOR,6.0,3.0,W,1,18389.0,2026.0,0.75
1-04-04,NYY,Home,MIA,9.0,7.0,W,1,44150.0,2026.0,0.75
1-04-04,TEX,Home,CIN,0.0,2.0,L,0,36393.0,2026.0,0.75
1-04-04,MIN,Home,TBR,1.0,7.0,L,0,15256.0,2026.0,0.75
1-04-04,LAA,Home,SEA,1.0,0.0,W,1,44084.0,2026.0,0.75
1-04-04,TBR,@,MIN,7.0,1.0,W,0,15256.0,2026.0,0.75
1-04-05,KCR,Home,MIL,5.0,8.0,L,0,14584.0,2026.0,0.75
1-04-05,SDP,@,BOS,8.0,6.0,W,0,29240.0,2026.0,0.75
1-04-05,BOS,Home,SDP,6.0,8.0,L,0,29240.0,2026.0,0.75
1-04-05,LAD,@,WSN,8.0,6.0,W,0,24899.0,2026.0,0.75
1-04-05,PIT,Home,BAL,8.0,2.0,W,1,11956.0,2026.0,0.75
1-04-05,LAA,Home,SEA,8.0,7.0,W-wo,,27712.0,2026.0,0.75
1-04-05,CHW,Home,TOR,3.0,0.0,W,1,22326.0,2026.0,0.75
1-04-05,TEX,Home,CIN,1.0,2.0,L,0,31561.0,2026.0,0.75
1-04-05,SFG,Home,NYM,2.0,5.0,L,0,37079.0,2026.0,0.75
1-04-05,SEA,@,LAA,7.0,8.0,L-wo,,27712.0,2026.0,0.75
1-04-05,STL,@,DET,5.0,3.0,W,0,28823.0,2026.0,0.75
1-04-05,ARI,Home,ATL,6.0,5.0,W-wo,,25814.0,2026.0,0.75
1-04-05,MIN,Home,TBR,1.0,4.0,L,0,13659.0,2026.0,0.75
1-04-05,MIL,@,KCR,8.0,5.0,W,0,14584.0,2026.0,0.75
1-04-05,NYY,Home,MIA,6.0,7.0,L,0,34807.0,2026.0,0.75
1-04-05,WSN,Home,LAD,6.0,8.0,L,0,24899.0,2026.0,0.75
1-04-05,TBR,@,MIN,4.0,1.0,W,0,13659.0,2026.0,0.75
1-04-05,CIN,@,TEX,2.0,1.0,W,0,31561.0,2026.0,0.75
1-04-05,DET,Home,STL,3.0,5.0,L,0,28823.0,2026.0,0.75
1-04-05,TOR,@,CHW,0.0,3.0,L,1,22326.0,2026.0,0.75
1-04-05,PHI,@,COL,1.0,4.0,L,1,29757.0,2026.0,0.75
1-04-05,ATL,@,ARI,5.0,6.0,L-wo,,25814.0,2026.0,0.75
1-04-05,MIA,@,NYY,7.0,6.0,W,0,34807.0,2026.0,0.75
1-04-06,CHW,Home,BAL,1.0,2.0,L,0,17221.0,2026.0,0.75
1-04-06,LAD,@,TOR,14.0,2.0,W,0,40991.0,2026.0,0.75
1-04-06,TOR,Home,LAD,2.0,14.0,L,0,40991.0,2026.0,0.75
1-04-06,PHI,@,SFG,6.0,4.0,W,0,32898.0,2026.0,0.75
1-04-06,MIN,Home,DET,7.0,3.0,W,1,12569.0,2026.0,0.75
1-04-06,MIL,@,BOS,8.0,6.0,W,0,35107.0,2026.0,0.75
1-04-06,BOS,Home,MIL,6.0,8.0,L,0,35107.0,2026.0,0.75
1-04-06,TEX,Home,SEA,2.0,1.0,W,1,23901.0,2026.0,0.75
1-04-06,WSN,Home,STL,9.0,6.0,W,1,12319.0,2026.0,0.75
1-04-06,MIA,Home,CIN,0.0,2.0,L,0,10934.0,2026.0,0.75
1-04-06,LAA,Home,ATL,6.0,2.0,W,1,25471.0,2026.0,0.75
1-04-06,ATL,@,LAA,2.0,6.0,L,1,25471.0,2026.0,0.75
1-04-06,PIT,Home,SDP,0.0,5.0,L,0,8446.0,2026.0,0.75
1-04-06,SDP,@,PIT,5.0,0.0,W,0,8446.0,2026.0,0.75
1-04-06,STL,@,WSN,6.0,9.0,L,1,12319.0,2026.0,0.75
1-04-06,SEA,@,TEX,1.0,2.0,L,1,23901.0,2026.0,0.75
1-04-06,CIN,@,MIA,2.0,0.0,W,0,10934.0,2026.0,0.75
1-04-06,DET,@,MIN,3.0,7.0,L,1,12569.0,2026.0,0.75
1-04-06,SFG,Home,PHI,4.0,6.0,L,0,32898.0,2026.0,0.75
1-04-06,TBR,Home,CHC,6.0,4.0,W,1,25114.0,2026.0,0.75
1-04-06,KCR,@,CLE,4.0,2.0,W,0,13143.0,2026.0,0.75
1-04-07,MIL,@,BOS,2.0,3.0,L,1,33193.0,2026.0,0.75
1-04-07,MIN,Home,DET,4.0,2.0,W,1,12341.0,2026.0,0.75
1-04-07,TOR,Home,LAD,1.0,4.0,L,0,40971.0,2026.0,0.75
1-04-07,LAA,Home,ATL,2.0,7.0,L,0,40450.0,2026.0,0.75
1-04-07,TBR,Home,CHC,2.0,9.0,L,0,21377.0,2026.0,0.75
1-04-07,NYY,Home,ATH,5.0,3.0,W,1,39853.0,2026.0,0.75
1-04-07,WSN,Home,STL,6.0,7.0,L,0,20036.0,2026.0,0.75
1-04-07,SEA,@,TEX,2.0,3.0,L,1,22411.0,2026.0,0.75
1-04-07,PIT,Home,SDP,7.0,1.0,W,1,9061.0,2026.0,0.75
1-04-07,STL,@,WSN,7.0,6.0,W,0,20036.0,2026.0,0.75
1-04-07,LAD,@,TOR,4.0,1.0,W,0,40971.0,2026.0,0.75
1-04-07,CIN,@,MIA,6.0,3.0,W,0,8318.0,2026.0,0.75
1-04-07,BOS,Home,MIL,3.0,2.0,W,1,33193.0,2026.0,0.75
1-04-07,KCR,@,CLE,1.0,2.0,L-wo,,10328.0,2026.0,0.75
1-04-07,SDP,@,PIT,1.0,7.0,L,1,9061.0,2026.0,0.75
1-04-07,DET,@,MIN,2.0,4.0,L,1,12341.0,2026.0,0.75
1-04-07,CHW,Home,BAL,2.0,4.0,L,0,10750.0,2026.0,0.75
1-04-07,MIA,Home,CIN,3.0,6.0,L,0,8318.0,2026.0,0.75
1-04-07,ATL,@,LAA,7.0,2.0,W,0,40450.0,2026.0,0.75
1-04-07,PHI,@,SFG,0.0,6.0,L,1,32403.0,2026.0,0.75
1-04-07,SFG,Home,PHI,6.0,0.0,W,1,32403.0,2026.0,0.75
1-04-07,TEX,Home,SEA,3.0,2.0,W,1,22411.0,2026.0,0.75
1-04-07,ARI,@,NYM,3.0,4.0,L-wo,,34753.0,2026.0,0.75
1-04-08,ATL,@,LAA,8.0,2.0,W,0,21375.0,2026.0,0.75
1-04-08,SEA,@,TEX,0.0,3.0,L,1,20997.0,2026.0,0.75
1-04-08,WSN,Home,STL,1.0,6.0,L,0,12686.0,2026.0,0.75
1-04-08,DET,@,MIN,6.0,8.0,L,1,13038.0,2026.0,0.75
1-04-08,TBR,Home,CHC,2.0,6.0,L,0,20483.0,2026.0,0.75
1-04-08,LAD,@,TOR,3.0,4.0,L,1,37766.0,2026.0,0.75
1-04-08,NYY,Home,ATH,2.0,3.0,L,0,38147.0,2026.0,0.75
1-04-08,PHI,@,SFG,0.0,5.0,L,1,36106.0,2026.0,0.75
1-04-08,SFG,Home,PHI,5.0,0.0,W,1,36106.0,2026.0,0.75
1-04-08,MIA,Home,CIN,7.0,4.0,W,1,8639.0,2026.0,0.75
1-04-08,TOR,Home,LAD,4.0,3.0,W,1,37766.0,2026.0,0.75
1-04-08,PIT,Home,SDP,2.0,8.0,L,0,10046.0,2026.0,0.75
1-04-08,MIN,Home,DET,8.0,6.0,W,1,13038.0,2026.0,0.75
1-04-08,STL,@,WSN,6.0,1.0,W,0,12686.0,2026.0,0.75
1-04-08,MIL,@,BOS,0.0,5.0,L,1,28660.0,2026.0,0.75
1-04-08,BOS,Home,MIL,5.0,0.0,W,1,28660.0,2026.0,0.75
1-04-08,ARI,@,NYM,7.0,2.0,W,0,33422.0,2026.0,0.75
1-04-08,LAA,Home,ATL,2.0,8.0,L,0,21375.0,2026.0,0.75
1-04-08,CIN,@,MIA,4.0,7.0,L,1,8639.0,2026.0,0.75
1-04-08,TEX,Home,SEA,3.0,0.0,W,1,20997.0,2026.0,0.75
1-04-08,KCR,@,CLE,2.0,10.0,L,1,14734.0,2026.0,0.75
1-04-08,SDP,@,PIT,8.0,2.0,W,0,10046.0,2026.0,0.75
1-04-08,CHW,Home,BAL,3.0,5.0,L,0,10133.0,2026.0,0.75
1-04-09,CHW,@,KCR,2.0,0.0,W,0,13001.0,2026.0,0.75
1-04-09,NYY,Home,ATH,0.0,1.0,L,0,40392.0,2026.0,0.75
1-04-09,MIN,Home,DET,3.0,1.0,W,1,19054.0,2026.0,0.75
1-04-09,SDP,Home,COL,7.0,3.0,W-wo,,41390.0,2026.0,0.75
1-04-09,DET,@,MIN,1.0,3.0,L,1,19054.0,2026.0,0.75
1-04-09,CIN,@,MIA,1.0,8.0,L,1,9578.0,2026.0,0.75
1-04-09,KCR,Home,CHW,0.0,2.0,L,0,13001.0,2026.0,0.75
1-04-09,MIA,Home,CIN,8.0,1.0,W,1,9578.0,2026.0,0.75
1-04-09,ARI,@,NYM,7.0,1.0,W,0,35783.0,2026.0,0.75
1-04-10,PHI,Home,ARI,4.0,5.0,L,0,41683.0,2026.0,0.75
1-04-10,CIN,Home,LAA,2.0,10.0,L,0,22357.0,2026.0,0.75
1-04-10,MIA,@,DET,0.0,2.0,L,1,20285.0,2026.0,0.75
1-04-10,ATL,Home,CLE,11.0,5.0,W,1,40363.0,2026.0,0.75
1-04-10,TOR,Home,MIN,10.0,4.0,W,1,40721.0,2026.0,0.75
1-04-10,TEX,@,LAD,7.0,8.0,L-wo,,53675.0,2026.0,0.75
1-04-10,KCR,Home,CHW,2.0,0.0,W,1,12907.0,2026.0,0.75
1-04-10,STL,Home,BOS,3.0,2.0,W,1,27125.0,2026.0,0.75
1-04-10,SDP,Home,COL,5.0,2.0,W-wo,,42454.0,2026.0,0.75
1-04-10,BOS,@,STL,2.0,3.0,L,1,27125.0,2026.0,0.75
1-04-10,NYY,@,TBR,3.0,5.0,L,1,20511.0,2026.0,0.75
1-04-10,LAD,Home,TEX,8.0,7.0,W-wo,,53675.0,2026.0,0.75
1-04-10,LAA,@,CIN,10.0,2.0,W,0,22357.0,2026.0,0.75
1-04-10,MIN,@,TOR,4.0,10.0,L,1,40721.0,2026.0,0.75
1-04-10,WSN,@,MIL,7.0,3.0,W,0,30196.0,2026.0,0.75
1-04-10,TBR,Home,NYY,5.0,3.0,W,1,20511.0,2026.0,0.75
1-04-10,SFG,@,BAL,6.0,3.0,W,0,32294.0,2026.0,0.75
1-04-10,PIT,@,CHC,2.0,0.0,W,0,28811.0,2026.0,0.75
1-04-10,ARI,@,PHI,5.0,4.0,W,0,41683.0,2026.0,0.75
1-04-10,CHW,@,KCR,0.0,2.0,L,1,12907.0,2026.0,0.75
1-04-10,DET,Home,MIA,2.0,0.0,W,1,20285.0,2026.0,0.75
1-04-10,MIL,Home,WSN,3.0,7.0,L,0,30196.0,2026.0,0.75
1-04-10,SEA,Home,HOU,9.0,6.0,W,1,44468.0,2026.0,0.75
1-04-11,WSN,@,MIL,3.0,1.0,W,0,36442.0,2026.0,0.75
1-04-11,CIN,Home,LAA,7.0,3.0,W,1,32554.0,2026.0,0.75
1-04-11,MIA,@,DET,1.0,6.0,L,1,31414.0,2026.0,0.75
1-04-11,ARI,@,PHI,3.0,4.0,L,1,41201.0,2026.0,0.75
1-04-11,SFG,@,BAL,2.0,6.0,L,1,29444.0,2026.0,0.75
1-04-11,MIN,@,TOR,7.0,4.0,W,0,41591.0,2026.0,0.75
1-04-11,STL,Home,BOS,1.0,7.0,L,0,31664.0,2026.0,0.75
1-04-11,MIL,Home,WSN,1.0,3.0,L,0,36442.0,2026.0,0.75
1-04-11,NYY,@,TBR,4.0,5.0,L-wo,,21620.0,2026.0,0.75
1-04-11,PHI,Home,ARI,4.0,3.0,W,1,41201.0,2026.0,0.75
1-04-11,ATL,Home,CLE,0.0,6.0,L,0,40195.0,2026.0,0.75
1-04-11,DET,Home,MIA,6.0,1.0,W,1,31414.0,2026.0,0.75
1-04-11,LAD,Home,TEX,6.0,3.0,W,1,53617.0,2026.0,0.75
1-04-11,BOS,@,STL,7.0,1.0,W,0,31664.0,2026.0,0.75
1-04-11,TBR,Home,NYY,5.0,4.0,W-wo,,21620.0,2026.0,0.75
1-04-11,CHW,@,KCR,0.0,2.0,L,1,16214.0,2026.0,0.75
1-04-11,PIT,@,CHC,4.0,3.0,W,0,34049.0,2026.0,0.75
1-04-11,LAA,@,CIN,3.0,7.0,L,1,32554.0,2026.0,0.75
1-04-11,TOR,Home,MIN,4.0,7.0,L,0,41591.0,2026.0,0.75
1-04-11,TEX,@,LAD,3.0,6.0,L,1,53617.0,2026.0,0.75
1-04-11,KCR,Home,CHW,2.0,0.0,W,1,16214.0,2026.0,0.75
